order_id,user_id,product_id,category,product_name,base_price,price,amount,quantity,region,priority,status,order_date
102,1449.0,P9697,Clothing,Shoes,960.64,960.64,2881.92,3,East,High,Cancelled,2025-10-04
103,1240.0,P3306,Groceries,Bread,3758.14,3758.14,22548.84,6,South,Low,Processing,2025-02-28
104,1136.0,P8451,Sports,Tennis Racket,542.48,542.48,3797.36,7,East,Low,Cancelled,2025-01-08
105,1346.0,P1410,Sports,Yoga Mat,4129.84,4129.84,24779.04,6,East,Low,Pending,2025-02-25
106,1210.0,P1742,Electronics,Headphones,4556.0,4556.0,22780.0,5,North,Medium,Processing,2025-11-29
107,1199.0,P9850,Electronics,Laptop,1250.52,1250.52,11254.68,9,West,Low,Pending,2025-03-11
108,1481.0,P1536,Groceries,Rice,4185.1,4185.1,41851.0,10,East,High,Processing,2025-07-28
109,1189.0,P6876,Groceries,Milk,4291.71,4291.71,8583.42,2,North,Medium,Cancelled,2025-12-18
110,1340.0,P1349,Furniture,Chair,4750.15,4750.15,38001.2,8,North,Medium,Pending,2025-02-16
111,1301.0,P4817,Furniture,Wardrobe,1105.51,1105.51,9949.59,9,East,High,Completed,2025-04-17
112,1409.0,P1422,Clothing,Jeans,4938.88,4938.88,44449.92,9,South,High,Cancelled,2025-05-09
113,1027.0,P7897,Furniture,Wardrobe,1686.48,1686.48,5059.44,3,North,Low,Completed,2025-05-16
114,1056.0,P4629,Groceries,Eggs,3912.28,3912.28,35210.52,9,North,Low,Cancelled,2025-10-31
115,1219.0,P9032,Groceries,Rice,398.04,398.04,3184.32,8,West,High,Completed,2025-07-25
116,1320.0,P9984,Clothing,Hoodie,826.84,826.84,2480.52,3,East,Medium,Cancelled,2025-05-21
117,1059.0,P4522,Groceries,Oil,3066.59,3066.59,6133.18,2,West,Medium,Pending,2025-12-26
118,1374.0,P7992,Groceries,Bread,4154.35,4154.35,29080.45,7,East,Low,Cancelled,2025-08-01
119,1047.0,P2527,Clothing,Jeans,3465.42,3465.42,27723.36,8,West,High,Cancelled,2025-02-04
120,1169.0,P7730,Furniture,Wardrobe,393.91,393.91,3545.19,9,East,Low,Processing,2025-10-15
121,1296.0,P3535,Electronics,Tablet,3042.01,3042.01,18252.06,6,West,High,Completed,2025-02-23
122,1116.0,P1430,Clothing,Hoodie,1901.05,1901.05,9505.25,5,East,High,Pending,2025-10-21
123,1093.0,P7566,Clothing,Jacket,4615.53,4615.53,27693.18,6,North,High,Completed,2025-01-04
124,1175.0,P6105,Electronics,Monitor,1154.15,1154.15,8079.05,7,East,Low,Completed,2025-08-21
125,1346.0,P8259,Electronics,Smartphone,871.31,871.31,8713.1,10,West,Medium,Processing,2025-01-26
126,1177.0,P5640,Groceries,Bread,1156.29,1156.29,10406.61,9,West,Low,Cancelled,2025-02-28
127,1004.0,P4460,Electronics,Smartphone,2036.79,2036.79,20367.9,10,South,Medium,Cancelled,2025-01-29
128,1067.0,P4770,Clothing,T-Shirt,137.88,137.88,965.16,7,East,High,Processing,2025-03-31
129,1295.0,P7626,Electronics,Headphones,191.83,191.83,383.66,2,West,Medium,Completed,2025-06-10
130,1236.0,P6928,Groceries,Rice,4834.38,4834.38,14503.14,3,North,Medium,,2025-11-13
131,1203.0,P6562,Furniture,Desk,2985.47,2985.47,26869.23,9,South,Medium,Pending,2025-02-10
132,1100.0,P6724,Electronics,Monitor,3202.8,3202.8,28825.2,9,East,Low,Pending,2025-09-19
133,1309.0,P2234,Furniture,Chair,817.58,817.58,3270.32,4,South,Low,Processing,2025-03-30
134,1474.0,P6295,Groceries,Oil,3823.4,3823.4,30587.2,8,East,High,Processing,2025-12-15
135,1303.0,P9312,Electronics,Headphones,2266.82,2266.82,11334.1,5,North,Medium,Processing,2025-05-21
136,1331.0,P2479,Groceries,Rice,378.76,378.76,1893.8,5,West,Medium,Completed,2025-02-09
137,1244.0,P2013,Groceries,Oil,3294.0,3294.0,19764.0,6,West,High,Cancelled,2025-11-06
138,1363.0,P8199,Electronics,Monitor,3266.02,3266.02,3266.02,1,South,Medium,Cancelled,2025-05-07
139,1307.0,P6482,Clothing,Shoes,2102.97,2102.97,12617.82,6,North,Medium,Completed,2025-12-14
140,1171.0,P3317,Sports,Yoga Mat,1492.32,1492.32,14923.2,10,East,Medium,Processing,2025-03-18
141,1287.0,P6381,Furniture,Wardrobe,3573.29,3573.29,7146.58,2,South,Low,Completed,2025-06-08
142,1093.0,P6598,Groceries,Oil,1872.96,1872.96,11237.76,6,West,High,Pending,2025-06-08
143,1395.0,P9626,Furniture,Table,478.11,478.11,956.22,2,North,Low,Cancelled,2025-09-17
144,1093.0,P3712,Sports,Cricket Bat,3026.51,3026.51,9079.53,3,West,High,Processing,2025-03-25
145,1386.0,P8355,Clothing,Jeans,4850.98,4850.98,48509.8,10,South,Low,Pending,2025-05-26
146,1348.0,P8218,Clothing,Shoes,4529.47,4529.47,18117.88,4,West,Medium,Processing,2025-07-08
147,1411.0,P5096,Sports,Dumbbells,2151.44,2151.44,6454.32,3,North,Low,Processing,2025-04-13
148,1146.0,P3626,Clothing,Hoodie,4678.04,4678.04,42102.36,9,East,Medium,Pending,2025-03-05
149,1453.0,P1436,Groceries,Rice,4737.42,4737.42,18949.68,4,West,High,Processing,2025-08-19
150,,P2623,Sports,Tennis Racket,1255.31,1255.31,2510.62,2,East,High,Pending,2025-07-11
151,1426.0,P8685,Electronics,Tablet,4595.24,4595.24,36761.92,8,West,Low,Completed,2025-12-23
152,1482.0,P9647,Electronics,Laptop,1354.03,1354.03,4062.09,3,West,High,Cancelled,2025-10-08
153,1328.0,P8489,Furniture,Sofa,697.06,697.06,2788.24,4,North,High,Processing,2025-08-03
154,1124.0,P5772,Sports,Dumbbells,180.53,180.53,1624.77,9,West,High,Cancelled,2025-10-22
155,1500.0,P9618,Furniture,Wardrobe,2141.18,2141.18,4282.36,2,North,Medium,Processing,2025-09-26
156,1183.0,P6649,Electronics,Headphones,4907.09,4907.09,24535.45,5,South,Low,Completed,2025-01-09
157,1174.0,P3868,Sports,Tennis Racket,753.71,753.71,4522.26,6,West,Low,Processing,2025-10-07
158,1151.0,P4268,Furniture,Table,409.19,409.19,3273.52,8,North,Medium,Cancelled,2025-01-19
159,1130.0,P4131,Sports,Yoga Mat,4946.7,4946.7,44520.3,9,East,Medium,Completed,2025-08-31
160,1456.0,P8204,Clothing,Jacket,709.93,709.93,4259.58,6,West,Medium,Pending,2025-08-12
161,1411.0,P7955,Groceries,Eggs,1900.0,1900.0,17100.0,9,North,Medium,Pending,2025-05-17
162,1339.0,P8305,Sports,Tennis Racket,1673.94,1673.94,3347.88,2,West,High,Processing,2025-06-17
163,1223.0,P1939,Clothing,Shoes,307.54,307.54,1845.24,6,North,Low,Processing,2025-11-11
164,1074.0,P8179,Clothing,Hoodie,4025.37,4025.37,12076.11,3,North,High,Completed,2025-01-16
165,1310.0,P8371,Furniture,Sofa,1874.54,1874.54,18745.4,10,East,Medium,Processing,2025-01-17
166,1161.0,P5089,Electronics,Monitor,774.71,774.71,4648.26,6,North,High,Pending,2025-07-23
167,1135.0,P8311,Groceries,Oil,1996.24,1996.24,17966.16,9,South,Low,Cancelled,2025-03-02
168,1089.0,P8292,Groceries,Milk,700.92,700.92,1401.84,2,North,Low,Cancelled,2025-08-20
169,1436.0,P3852,Clothing,T-Shirt,2794.99,2794.99,13974.95,5,East,Low,Pending,2025-06-03
170,1014.0,P7044,Electronics,Smartphone,3981.12,3981.12,15924.48,4,West,Low,Pending,2025-09-10
171,1270.0,P7708,Sports,Football,422.17,422.17,2955.19,7,North,High,Cancelled,2025-09-03
172,1066.0,P3981,Electronics,Headphones,2382.58,2382.58,21443.22,9,South,Medium,Completed,2025-06-26
173,1166.0,P4694,Electronics,Monitor,849.78,849.78,2549.34,3,East,Low,Cancelled,2025-03-24
174,1065.0,P9740,Electronics,Tablet,1061.88,1061.88,9556.92,9,North,Low,Pending,2025-05-21
175,1173.0,P1674,Sports,Dumbbells,855.55,855.55,8555.5,10,North,High,Completed,2025-11-06
176,1317.0,P9159,Sports,Tennis Racket,3290.54,3290.54,32905.4,10,East,Low,Cancelled,2025-08-02
177,1233.0,P1981,Groceries,Milk,4042.97,4042.97,28300.79,7,South,Medium,Processing,2025-06-02
178,1161.0,P6231,Groceries,Eggs,1099.71,1099.71,10997.1,10,East,Medium,Pending,2025-03-15
179,1239.0,P8366,Clothing,Hoodie,2852.09,2852.09,17112.54,6,South,High,Completed,2025-05-04
180,1128.0,P3616,Electronics,Tablet,4732.39,4732.39,47323.9,10,East,Low,Cancelled,2025-08-03
181,1256.0,P9148,Furniture,Table,2541.5,2541.5,22873.5,9,North,High,Processing,2025-08-28
182,1181.0,P5609,Sports,Yoga Mat,4836.76,4836.76,19347.04,4,West,Low,Processing,2025-10-26
183,1069.0,P6992,Clothing,Hoodie,140.07,140.07,280.14,2,West,Medium,Completed,2025-08-09
184,1284.0,P7329,Groceries,Rice,2894.38,2894.38,11577.52,4,West,Low,Cancelled,2025-07-05
185,1192.0,P6555,Sports,Dumbbells,682.17,682.17,1364.34,2,East,High,Pending,2025-07-21
186,1020.0,P6456,Sports,Dumbbells,2066.8,2066.8,2066.8,1,West,Low,Processing,2025-01-24
187,1477.0,P3662,Furniture,Wardrobe,4476.35,4476.35,13429.05,3,West,Low,Cancelled,2025-06-17
188,1251.0,P5911,Sports,Tennis Racket,2585.84,2585.84,23272.56,9,West,High,Cancelled,2025-09-30
189,1408.0,P1436,Clothing,T-Shirt,4901.5,4901.5,49015.0,10,West,Medium,Pending,2025-06-07
190,1370.0,P7229,Electronics,Monitor,2454.2,2454.2,22087.8,9,South,Low,Pending,2025-11-19
191,1010.0,P7861,Electronics,Monitor,4746.21,4746.21,9492.42,2,South,Medium,Pending,2025-04-08
192,1362.0,P4397,Groceries,Oil,3897.36,3897.36,31178.88,8,East,Low,Processing,2025-02-01
193,1468.0,P9950,Sports,Yoga Mat,1637.39,1637.39,4912.17,3,East,Low,Cancelled,2025-08-24
194,1286.0,P5876,Sports,Yoga Mat,1042.09,1042.09,4168.36,4,East,Low,Pending,2025-05-23
195,1148.0,P9899,Groceries,Bread,2451.04,2451.04,22059.36,9,West,Medium,Cancelled,2025-05-21
196,1474.0,P5201,Furniture,Sofa,306.13,306.13,612.26,2,West,High,Pending,2025-06-27
197,1056.0,P4920,Sports,Tennis Racket,4671.82,4671.82,23359.1,5,South,High,Pending,2025-03-12
198,1052.0,P3252,Furniture,Chair,590.97,590.97,3545.82,6,North,Low,Pending,2025-08-30
199,1165.0,P1969,Groceries,Eggs,2439.5,2439.5,9758.0,4,North,Low,Pending,2025-05-28
200,1452.0,P1595,Sports,Football,4574.83,4574.83,13724.49,3,West,Medium,Pending,2025-08-02
201,1055.0,P6489,Clothing,T-Shirt,145.41,145.41,1454.1,10,East,Medium,Processing,2025-11-05
202,1170.0,P8518,Furniture,Wardrobe,2393.3,2393.3,9573.2,4,East,Low,Pending,2025-02-27
203,1388.0,P7643,Electronics,Tablet,3974.76,3974.76,39747.6,10,West,Low,Cancelled,2025-12-12
204,1245.0,P5064,,Headphones,3379.35,3379.35,10138.05,3,North,Medium,Processing,2025-03-13
205,1299.0,P1187,Furniture,Desk,3793.41,3793.41,22760.46,6,East,Low,Cancelled,2025-06-04
206,1082.0,P9233,Furniture,Chair,3372.15,3372.15,26977.2,8,East,Low,Completed,2025-06-07
207,1245.0,P7121,Clothing,Jacket,3111.66,3111.66,12446.64,4,West,Low,Processing,2025-03-10
208,1270.0,P6927,Sports,Cricket Bat,3833.11,3833.11,38331.1,10,North,Low,Completed,2025-02-11
209,1275.0,P6375,Electronics,Monitor,4524.15,4524.15,18096.6,4,West,High,Pending,2025-10-21
210,1415.0,P3161,Sports,Yoga Mat,545.61,545.61,4910.49,9,West,Medium,Completed,2025-08-17
211,1203.0,P1049,Sports,Yoga Mat,3396.56,3396.56,16982.8,5,South,Low,Completed,2025-01-12
212,1031.0,P2130,Electronics,Headphones,1788.19,1788.19,3576.38,2,West,High,Cancelled,2025-10-05
213,1457.0,P7184,Groceries,Milk,3867.96,3867.96,27075.72,7,West,High,Pending,2025-07-11
214,1271.0,P4648,Clothing,T-Shirt,974.52,974.52,8770.68,9,North,High,Cancelled,2025-07-21
215,1127.0,P3541,Groceries,Oil,2178.23,2178.23,15247.61,7,East,High,Completed,2025-04-28
216,1106.0,P1550,Electronics,Headphones,3113.12,3113.12,3113.12,1,West,Low,Completed,2025-05-04
217,1112.0,P1924,Furniture,Chair,2071.1,2071.1,8284.4,4,South,Low,Cancelled,2025-10-04
218,1420.0,P5944,Furniture,Wardrobe,1662.63,1662.63,16626.3,10,South,Low,Pending,2025-12-11
219,1451.0,P3869,Groceries,Bread,1448.25,1448.25,13034.25,9,West,Low,Processing,2025-10-30
220,1164.0,P7688,Electronics,Tablet,4713.77,4713.77,32996.39,7,South,Medium,Processing,2025-09-26
221,1440.0,P8586,Furniture,Wardrobe,2420.24,2420.24,9680.96,4,North,Low,Processing,2025-06-03
222,1131.0,P2295,Groceries,Oil,2696.96,2696.96,18878.72,7,West,Medium,Completed,2025-05-05
223,1310.0,P2192,Sports,Cricket Bat,352.53,352.53,2467.71,7,South,Low,Pending,2025-12-11
224,1490.0,P4470,Groceries,Milk,4360.42,4360.42,26162.52,6,South,Low,Completed,2025-06-05
225,1469.0,P6269,Groceries,Milk,3508.57,3508.57,14034.28,4,East,Medium,Processing,2025-07-23
226,1452.0,P2615,Sports,Tennis Racket,1611.27,1611.27,9667.62,6,West,Medium,Pending,2025-09-20
227,1380.0,P5272,Clothing,Jacket,2128.26,2128.26,21282.6,10,West,Medium,Pending,2025-04-24
228,1256.0,P6530,Furniture,Sofa,1227.09,1227.09,12270.9,10,East,Medium,Processing,2025-05-06
229,1072.0,P9000,Groceries,Milk,3690.58,3690.58,22143.48,6,South,Low,Completed,2025-03-28
230,1025.0,P7756,Sports,Football,4211.44,4211.44,8422.88,2,South,Low,Pending,2025-12-09
231,1192.0,P8916,Electronics,Smartphone,144.79,144.79,1303.11,9,West,High,Completed,2025-08-22
232,1370.0,P5697,Sports,Dumbbells,2115.56,2115.56,2115.56,1,North,Low,Processing,2025-09-29
233,1124.0,P9625,Furniture,Chair,4598.44,4598.44,41385.96,9,East,Medium,Cancelled,2025-03-18
234,1290.0,P4700,Groceries,Rice,1927.95,1927.95,13495.65,7,East,Low,Completed,2025-08-24
235,1244.0,P1154,Electronics,Laptop,2085.86,2085.86,14601.02,7,South,High,Processing,2025-10-10
236,1471.0,P4463,Groceries,Bread,2872.7,2872.7,5745.4,2,West,Medium,Completed,2025-09-28
237,1017.0,P6152,Electronics,Tablet,4506.63,4506.63,45066.3,10,North,High,Pending,2025-12-03
238,1291.0,P7375,Groceries,Rice,1566.46,1566.46,15664.6,10,East,Medium,Pending,2025-05-04
239,1051.0,P2245,Electronics,Monitor,3752.74,3752.74,22516.44,6,East,Low,Processing,2025-01-28
240,1117.0,P7150,Clothing,T-Shirt,3207.2,3207.2,25657.6,8,West,High,Processing,2025-09-09
241,1038.0,P3526,Electronics,Monitor,1547.36,1547.36,6189.44,4,West,Low,Pending,2026-01-01
242,1483.0,P6896,Groceries,Bread,1867.43,1867.43,3734.86,2,East,High,Pending,2025-01-03
243,1263.0,P1430,Electronics,Smartphone,2211.8,2211.8,19906.2,9,North,Medium,Completed,2025-10-12
244,1150.0,P2387,Sports,Dumbbells,3943.75,3943.75,27606.25,7,South,Low,Pending,2025-01-07
245,1253.0,P3739,Groceries,Milk,780.32,780.32,3901.6,5,West,Medium,Processing,2025-05-18
246,1484.0,P9123,Clothing,Shoes,3935.07,3935.07,23610.42,6,South,Medium,Completed,2025-05-09
247,1431.0,P6399,Furniture,Sofa,133.16,133.16,932.12,7,West,Medium,Processing,2025-06-20
248,1103.0,P3910,Sports,Cricket Bat,1572.13,1572.13,15721.3,10,West,Medium,Cancelled,2025-12-22
249,1144.0,P7437,Groceries,Oil,3931.67,3931.67,23590.02,6,East,High,Pending,2025-07-12
250,1488.0,P4434,Sports,Dumbbells,981.64,981.64,8834.76,9,West,Medium,Completed,2025-01-14
251,1130.0,P7932,Groceries,Eggs,781.98,781.98,3909.9,5,West,High,Processing,2025-05-04
252,1473.0,P7853,Sports,Yoga Mat,2953.0,2953.0,26577.0,9,North,Medium,Completed,2025-09-17
253,1332.0,P7547,Electronics,Smartphone,3322.25,3322.25,19933.5,6,East,Medium,Completed,2025-03-27
254,1286.0,P4621,Electronics,Laptop,1367.82,1367.82,12310.38,9,West,Medium,Processing,2025-09-23
255,1013.0,P5840,Groceries,Oil,3483.14,3483.14,10449.42,3,West,High,Completed,2025-06-26
256,1267.0,P8801,Furniture,Sofa,1628.26,1628.26,13026.08,8,North,Medium,Processing,2025-04-16
257,1435.0,P2791,Clothing,T-Shirt,1571.29,1571.29,3142.58,2,South,Low,Pending,2025-01-12
