order_id,customer_id,order_date,status
213,47,2023-09-08,completed
214,192,2023-08-20,completed
215,11,2023-03-13,completed
216,197,2025-01-13,completed
217,324,2025-04-12,completed
218,212,2024-11-12,cancelled
219,260,2025-05-11,cancelled
220,322,2023-06-18,completed
221,448,2024-06-17,completed
222,453,2023-02-12,returned
223,291,2025-12-12,returned
224,221,2024-03-17,completed
225,135,2025-07-12,completed
226,286,2024-11-12,completed
227,457,2024-01-03,completed
228,66,2024-07-29,returned
229,252,2023-11-06,returned
231,87,2024-07-12,completed
232,256,2024-11-04,completed
233,488,2024-10-24,completed
234,25,2024-08-02,completed
235,131,2025-03-27,cancelled
236,252,2024-09-27,completed
237,289,2023-07-04,cancelled
238,411,2023-11-01,completed
239,212,2024-06-02,completed
240,231,2024-06-26,returned
242,417,2025-01-08,pending
243,75,2025-06-11,cancelled
244,231,2024-02-17,cancelled
245,303,2025-09-26,completed
246,138,2025-05-04,completed
247,437,2025-08-17,completed
248,67,2023-11-17,completed
249,458,2023-05-11,completed
251,446,2025-01-10,completed
252,213,2023-01-14,cancelled
253,386,2024-04-12,completed
254,162,2023-12-03,completed
255,30,2025-11-30,completed
256,452,2023-03-17,completed
257,388,2023-02-17,completed
258,294,2025-07-17,completed
259,185,2023-10-28,cancelled
260,67,2025-07-02,completed
261,214,2023-10-23,completed
262,61,2025-04-16,completed
263,402,2023-04-10,completed
264,159,2024-11-22,completed
265,24,2025-06-26,completed
266,44,2023-04-19,completed
267,274,2025-04-02,completed
268,13,2024-10-11,completed
269,94,2023-07-03,pending
270,51,2025-04-25,completed
271,306,2025-10-06,completed
272,284,2025-09-18,completed
273,285,2023-09-15,completed
274,73,2023-12-11,completed
275,430,2024-12-20,completed
276,491,2024-12-02,pending
277,345,2025-09-28,completed
280,290,2023-12-26,completed
281,439,2025-12-07,completed
282,453,2025-05-24,returned
283,209,2025-11-27,completed
284,471,2025-07-08,completed
286,13,2024-11-15,completed
287,44,2023-03-10,cancelled
288,411,2024-09-09,completed
289,151,2025-04-02,completed
291,56,2023-05-19,cancelled
292,334,2024-09-29,completed
293,5,2023-10-24,completed
295,355,2024-03-12,completed
296,285,2024-08-18,completed
297,284,2024-02-06,cancelled
298,404,2024-11-24,completed
299,34,2023-09-25,completed
300,168,2024-07-27,cancelled
301,248,2025-10-10,completed
302,44,2023-06-22,completed
303,240,2025-01-22,completed
304,475,2023-08-31,completed
306,384,2024-04-23,completed
307,296,2024-09-17,completed
308,12,2023-03-07,completed
309,97,2024-11-04,completed
310,494,2024-02-26,completed
311,6,2025-04-21,pending
312,444,2024-02-26,cancelled
313,205,2024-05-20,returned
314,92,2025-06-03,returned
315,446,2024-08-20,completed
316,40,2025-10-30,completed
317,204,2024-05-28,returned
318,225,2024-07-25,completed
319,64,2025-03-11,completed
320,184,2023-03-12,completed
321,476,2024-05-03,completed
322,349,2024-03-27,completed
323,321,2024-02-29,completed
324,337,2025-01-25,cancelled
325,498,2023-09-30,completed
326,361,2024-04-21,completed
327,388,2023-06-12,completed
328,169,2024-10-12,completed
329,196,2024-01-11,completed
330,240,2024-02-09,completed
331,401,2025-01-06,completed
332,472,2023-11-09,completed
334,100,2024-06-06,completed
335,417,2023-02-27,completed
336,301,2023-06-14,completed
337,294,2024-12-06,completed
339,31,2024-01-28,returned
340,16,2025-09-05,completed
341,4,2023-03-27,completed
342,243,2025-05-29,completed
343,413,2025-07-24,completed
344,385,2025-01-24,completed
345,120,2025-03-30,completed
346,449,2025-10-30,completed
347,229,2025-09-14,completed
348,476,2025-02-24,completed
349,478,2023-05-13,completed
350,304,2023-08-26,completed
351,187,2023-09-16,completed
353,361,2023-05-01,completed
354,398,2025-09-25,completed
355,388,2023-05-28,completed
356,298,2023-04-21,completed
357,5,2023-07-28,pending
358,243,2023-04-18,completed
359,89,2025-02-07,pending
360,333,2025-06-30,completed
361,466,2023-02-17,pending
362,442,2024-01-14,completed
364,335,2024-06-09,completed
365,279,2023-01-01,completed
366,97,2024-03-16,completed
367,131,2023-12-01,completed
368,357,2025-02-01,completed
369,186,2024-07-13,completed
370,373,2025-09-29,completed
371,352,2023-11-15,completed
372,142,2025-12-02,cancelled
373,433,2023-06-12,completed
374,147,2025-10-06,completed
375,360,2024-12-07,completed
376,58,2024-05-26,cancelled
378,52,2024-02-09,completed
379,192,2025-05-27,completed
380,446,2023-08-15,completed
381,410,2023-09-18,completed
382,425,2023-01-17,completed
383,243,2023-07-31,completed
384,141,2023-10-27,completed
385,269,2024-04-18,completed
386,156,2025-01-14,completed
387,130,2025-01-14,completed
388,380,2025-12-19,completed
389,496,2024-01-26,completed
390,243,2024-02-18,completed
391,230,2023-08-29,completed
392,356,2025-03-25,completed
393,5,2025-11-16,completed
394,139,2023-04-16,completed
395,485,2024-06-24,completed
396,353,2024-06-11,completed
397,93,2023-12-27,completed
398,352,2023-05-23,completed
399,391,2023-03-31,completed
400,419,2023-06-24,completed
401,152,2025-04-30,returned
403,490,2025-01-01,completed
404,348,2024-09-09,completed
405,478,2023-06-06,cancelled
406,408,2025-09-06,completed
408,421,2023-06-21,completed
409,179,2023-10-13,completed
410,340,2025-09-03,cancelled
411,126,2025-05-02,completed
412,331,2024-08-10,completed
413,6,2025-05-17,cancelled
416,405,2023-04-09,returned
417,257,2025-03-11,pending
418,258,2023-11-04,completed
419,414,2023-10-16,completed
420,313,2023-11-09,pending
421,446,2023-06-28,completed
422,37,2025-08-01,completed
423,439,2023-09-22,completed
425,329,2025-08-10,completed
427,17,2025-02-17,cancelled
428,42,2025-07-13,completed
429,179,2025-09-13,completed
430,288,2024-02-11,completed
431,483,2023-09-15,completed
432,187,2024-09-20,cancelled
433,192,2023-11-30,completed
434,384,2023-07-24,completed
435,109,2025-07-20,completed
437,425,2025-05-28,completed
438,364,2025-10-29,completed
439,322,2023-11-10,completed
440,376,2025-07-18,completed
441,414,2024-06-17,completed
442,145,2024-01-05,completed
443,40,2025-05-09,completed
444,308,2023-11-21,completed
446,247,2023-07-08,completed
447,352,2024-07-29,completed
448,460,2023-05-12,cancelled
449,191,2024-10-05,completed
450,291,2024-04-21,completed
451,256,2024-07-16,completed
452,330,2023-01-10,completed
453,141,2024-12-09,completed
454,481,2023-03-01,cancelled
455,462,2023-01-11,cancelled
456,406,2024-07-06,returned
457,165,2025-09-15,completed
458,31,2024-03-18,completed
460,236,2023-02-28,completed
461,28,2025-01-27,completed
463,362,2023-01-07,completed
464,11,2024-06-24,completed
466,130,2023-01-28,completed
467,338,2025-01-01,completed
468,449,2024-06-27,completed
469,63,2025-07-20,completed
470,149,2023-11-30,completed
471,339,2023-04-13,completed
472,471,2024-03-24,returned
473,472,2024-09-28,completed
474,153,2025-08-02,completed
475,468,2025-05-12,completed
476,4,2025-11-26,completed
477,50,2025-09-13,cancelled
478,265,2025-10-11,cancelled
479,320,2023-08-23,completed
481,95,2024-06-17,completed
482,253,2024-07-17,completed
483,76,2025-07-25,completed
484,439,2024-03-07,completed
485,35,2025-09-17,completed
486,298,2025-04-06,completed
487,119,2024-04-29,cancelled
488,431,2023-12-23,completed
489,271,2024-01-29,completed
492,421,2024-05-29,completed
493,30,2023-08-16,returned
494,281,2024-11-06,completed
495,486,2023-03-14,completed
496,260,2024-12-18,completed
497,441,2023-02-07,completed
498,30,2023-07-08,completed
499,67,2025-09-07,completed
500,377,2024-03-27,completed
501,462,2025-09-22,completed
502,372,2023-10-18,completed
503,438,2025-10-11,completed
504,466,2024-11-19,returned
506,128,2024-08-28,completed
507,184,2024-03-22,completed
508,226,2024-07-19,completed
509,336,2025-11-03,completed
510,366,2024-06-11,cancelled
511,122,2025-01-30,completed
512,74,2025-01-07,completed
513,14,2024-03-09,completed
514,295,2025-05-06,completed
515,162,2023-08-25,completed
516,424,2024-05-16,completed
517,449,2023-12-08,completed
518,182,2024-05-09,completed
519,467,2025-07-10,completed
520,225,2024-07-26,completed
521,22,2024-03-07,completed
522,342,2023-07-16,cancelled
523,190,2025-05-23,completed
524,60,2023-06-11,completed
525,142,2025-11-16,completed
527,145,2023-07-01,cancelled
528,20,2024-06-22,completed
529,431,2024-08-21,completed
530,340,2023-12-27,completed
531,397,2025-09-28,completed
532,456,2025-04-17,completed
533,373,2023-04-04,completed
534,171,2023-05-10,completed
536,406,2023-11-18,completed
537,68,2024-07-06,completed
538,235,2024-06-25,completed
539,488,2023-08-10,completed
540,245,2024-09-28,cancelled
541,483,2024-05-26,completed
542,290,2023-01-12,completed
543,7,2023-09-06,completed
544,321,2025-09-24,cancelled
545,268,2025-01-30,completed
546,3,2024-01-20,completed
547,141,2025-05-22,completed
548,301,2025-02-23,completed
549,166,2023-04-17,cancelled
550,268,2023-06-10,cancelled
551,251,2024-05-28,completed
552,92,2023-01-22,completed
553,258,2024-07-13,completed
554,324,2023-12-22,cancelled
555,440,2024-02-02,completed
556,482,2025-05-02,completed
557,43,2023-04-02,completed
558,471,2023-06-26,completed
559,112,2025-07-31,completed
560,195,2023-12-31,completed
561,187,2025-12-07,completed
562,223,2024-08-14,completed
563,240,2025-02-01,completed
564,446,2023-11-22,completed
565,240,2023-02-14,completed
566,462,2023-08-09,completed
567,159,2023-10-17,completed
568,42,2024-02-21,completed
569,282,2024-03-11,completed
570,274,2025-09-27,pending
571,189,2025-10-23,completed
572,218,2024-09-29,cancelled
573,204,2023-08-06,completed
574,7,2023-09-21,completed
575,400,2024-11-17,pending
576,273,2023-06-13,completed
577,173,2023-02-18,completed
578,273,2024-05-24,completed
579,235,2024-05-14,returned
580,383,2023-06-12,completed
581,156,2024-05-14,completed
582,10,2023-09-23,completed
583,326,2025-03-07,completed
584,131,2023-06-10,completed
585,320,2024-12-21,completed
586,252,2025-02-07,completed
587,215,2024-07-25,completed
588,273,2025-04-07,completed
589,335,2025-05-06,completed
590,488,2025-03-08,cancelled
591,151,2023-03-05,completed
593,442,2025-05-04,cancelled
595,73,2025-09-15,completed
596,388,2024-08-27,completed
597,366,2023-11-21,completed
598,76,2024-06-15,completed
599,460,2023-05-13,completed
600,327,2025-12-09,completed
602,312,2024-07-22,completed
603,32,2024-05-14,completed
604,278,2025-09-24,completed
605,253,2024-11-04,completed
606,485,2023-01-14,pending
607,56,2024-03-12,completed
608,265,2025-05-03,completed
609,162,2025-05-21,completed
610,210,2023-10-14,completed
612,246,2025-08-20,returned
613,146,2023-10-03,completed
614,72,2023-05-20,completed
615,186,2024-06-14,completed
616,219,2025-09-23,cancelled
617,224,2025-10-29,completed
618,393,2024-07-21,cancelled
619,400,2025-06-04,completed
620,115,2024-10-30,completed
621,76,2024-01-07,completed
622,489,2024-10-07,completed
623,112,2023-02-25,cancelled
624,195,2023-09-13,completed
625,261,2025-07-24,completed
626,415,2025-08-23,pending
627,241,2023-05-06,completed
628,415,2025-01-17,completed
630,115,2023-05-16,completed
631,337,2023-07-17,completed
632,338,2025-08-04,completed
633,8,2023-03-11,completed
634,135,2023-08-30,completed
635,188,2023-02-22,completed
636,178,2025-06-12,returned
637,272,2025-12-27,completed
638,497,2024-08-30,completed
640,128,2023-05-25,returned
641,73,2024-11-01,completed
642,313,2023-05-25,completed
643,87,2025-09-24,completed
644,436,2025-06-04,completed
645,52,2025-09-21,completed
646,61,2024-05-03,completed
647,93,2024-11-04,returned
648,130,2024-12-05,pending
649,395,2024-10-21,completed
650,157,2023-07-05,completed
651,166,2024-01-24,returned
652,273,2023-09-30,completed
654,494,2025-09-16,completed
655,480,2025-01-01,completed
657,30,2025-09-03,completed
658,111,2024-09-26,completed
659,184,2023-05-26,completed
660,16,2025-10-10,completed
661,196,2023-10-11,completed
662,117,2023-06-17,completed
663,490,2025-10-17,completed
664,417,2023-03-04,returned
665,56,2024-01-05,completed
666,314,2025-07-20,completed
667,31,2025-09-10,returned
668,321,2025-06-10,completed
670,51,2024-01-16,completed
672,338,2024-11-08,pending
673,319,2025-05-15,completed
674,432,2025-09-26,completed
675,275,2024-06-09,completed
677,391,2023-05-19,completed
678,175,2024-05-28,completed
679,259,2024-01-12,completed
680,351,2025-11-26,completed
681,4,2023-04-30,completed
682,19,2023-06-01,cancelled
683,326,2023-11-10,cancelled
684,452,2023-02-12,completed
685,278,2025-04-03,completed
686,199,2024-11-22,completed
687,278,2024-09-07,pending
688,382,2023-11-16,completed
689,250,2025-12-22,cancelled
690,5,2023-04-19,completed
692,76,2023-07-18,completed
693,485,2024-12-05,pending
694,165,2023-06-20,pending
695,464,2024-05-04,completed
696,10,2024-02-13,completed
697,172,2025-11-15,completed
698,468,2025-11-08,completed
700,466,2023-11-16,pending
701,368,2023-01-08,completed
702,102,2025-10-11,completed
703,450,2024-01-23,completed
704,388,2023-11-29,cancelled
705,336,2024-05-30,completed
706,376,2025-05-30,completed
707,381,2025-01-28,completed
708,237,2025-04-05,cancelled
709,8,2023-12-20,returned
710,12,2023-11-21,pending
711,73,2025-10-09,completed
713,462,2024-07-28,completed
714,128,2025-08-20,completed
715,42,2025-08-05,cancelled
716,31,2024-04-02,completed
717,32,2024-02-04,completed
718,105,2023-02-21,completed
719,234,2025-07-17,completed
720,322,2024-10-25,completed
721,388,2025-11-13,completed
722,482,2023-07-08,pending
723,281,2024-02-29,completed
724,120,2023-10-09,completed
725,299,2024-12-16,completed
726,192,2023-11-24,completed
727,334,2025-04-10,completed
728,28,2024-04-15,cancelled
729,235,2023-12-05,completed
730,493,2023-04-20,completed
731,234,2024-02-24,completed
732,58,2024-04-25,cancelled
733,212,2023-01-28,completed
734,369,2024-07-01,completed
735,428,2025-09-27,completed
736,189,2025-08-25,completed
737,178,2023-10-30,completed
738,277,2023-12-03,completed
739,406,2025-03-22,completed
741,353,2023-08-06,completed
742,469,2024-09-19,completed
743,16,2024-02-29,completed
744,61,2025-01-02,completed
745,359,2025-02-24,completed
746,45,2023-07-08,completed
747,124,2025-08-19,completed
748,357,2023-04-10,completed
749,199,2023-12-28,completed
750,486,2023-07-27,completed
751,45,2025-01-02,completed
752,96,2025-07-02,completed
753,262,2023-08-19,completed
754,284,2023-05-26,completed
755,386,2024-10-18,completed
756,387,2024-05-09,completed
757,288,2023-10-26,completed
758,198,2023-10-09,completed
759,464,2024-05-05,completed
760,456,2024-08-27,completed
761,201,2024-07-08,completed
762,416,2025-10-10,pending
763,93,2023-04-22,completed
764,50,2025-05-16,cancelled
765,300,2024-03-26,pending
766,236,2023-12-22,completed
767,441,2025-03-02,completed
768,379,2025-02-17,completed
769,256,2025-03-05,completed
770,141,2024-08-18,completed
771,11,2025-07-01,completed
772,300,2025-12-23,cancelled
773,151,2025-06-11,returned
774,318,2023-12-27,completed
775,399,2025-01-25,completed
776,11,2023-04-27,completed
777,387,2025-02-11,completed
778,440,2023-03-16,completed
779,385,2025-06-10,completed
780,130,2025-08-13,completed
781,460,2023-07-27,completed
783,191,2025-04-06,completed
784,264,2025-11-02,pending
785,156,2023-09-30,completed
786,248,2024-03-24,pending
787,168,2025-12-01,cancelled
788,261,2025-04-08,completed
789,79,2025-11-01,completed
791,208,2024-04-26,completed
792,43,2023-01-18,completed
793,2,2023-03-08,pending
794,20,2023-06-18,completed
795,304,2025-12-13,completed
796,115,2023-03-07,completed
797,362,2025-05-06,completed
798,61,2025-07-08,completed
799,343,2024-09-11,completed
800,495,2024-10-24,cancelled
801,453,2025-11-16,pending
803,171,2023-05-09,cancelled
804,343,2024-06-04,completed
805,491,2024-07-14,cancelled
806,438,2025-03-07,completed
807,213,2025-05-23,completed
808,278,2023-05-21,completed
809,34,2024-07-07,completed
810,181,2024-01-23,completed
811,84,2023-11-25,completed
812,222,2025-11-15,completed
813,382,2025-10-09,completed
814,479,2024-11-24,cancelled
815,283,2024-11-28,cancelled
817,158,2025-04-13,pending
819,431,2023-06-13,completed
820,27,2023-07-13,completed
821,415,2023-08-07,completed
822,3,2024-07-13,completed
823,199,2025-12-16,completed
824,383,2023-09-20,cancelled
825,334,2023-08-15,completed
826,76,2023-09-10,completed
827,341,2024-05-12,returned
828,73,2023-12-29,completed
829,121,2025-02-26,returned
830,145,2024-05-15,completed
831,96,2024-09-19,completed
832,456,2023-04-04,completed
834,114,2024-03-23,completed
835,144,2025-07-10,completed
836,353,2023-12-09,completed
837,111,2024-11-08,completed
838,285,2023-02-25,pending
839,231,2023-10-03,completed
840,33,2023-11-22,completed
841,223,2023-12-07,completed
842,134,2023-02-11,completed
843,298,2023-10-04,completed
844,283,2025-12-11,completed
845,405,2023-07-03,completed
846,165,2024-07-19,completed
847,397,2023-02-19,completed
848,414,2023-06-16,completed
849,323,2023-02-22,pending
851,319,2024-10-05,completed
852,208,2023-09-09,completed
853,193,2023-03-22,completed
854,399,2025-12-12,completed
855,469,2023-01-11,completed
856,194,2024-01-20,completed
857,82,2025-05-09,completed
858,444,2024-01-18,completed
860,175,2023-04-28,completed
861,270,2024-10-07,completed
862,370,2023-09-11,completed
863,69,2024-10-23,completed
864,369,2023-01-18,completed
865,172,2023-08-18,cancelled
866,313,2023-10-02,completed
867,209,2023-11-19,completed
868,22,2023-02-13,completed
870,131,2024-12-29,completed
871,271,2024-02-02,completed
872,25,2023-05-13,completed
874,290,2023-02-13,cancelled
875,359,2025-08-26,completed
876,340,2025-01-10,cancelled
877,282,2023-10-29,completed
878,415,2023-10-26,cancelled
879,124,2024-09-28,completed
881,172,2023-02-22,completed
882,487,2025-04-22,completed
883,30,2025-07-08,completed
884,473,2023-11-26,returned
885,480,2025-12-28,pending
886,161,2023-12-17,returned
888,87,2024-10-23,cancelled
889,350,2023-07-28,completed
890,39,2023-11-27,cancelled
891,219,2024-04-19,completed
892,164,2024-11-24,completed
893,475,2025-07-17,completed
894,431,2024-04-03,completed
895,352,2023-11-04,completed
896,387,2023-03-22,completed
897,20,2023-03-11,completed
898,150,2024-09-02,completed
899,473,2025-04-02,completed
900,77,2025-06-12,completed
901,384,2025-12-25,completed
902,318,2025-07-24,completed
903,91,2024-12-02,completed
904,181,2024-08-25,completed
905,100,2023-07-31,completed
906,390,2025-09-16,returned
907,201,2023-02-22,completed
909,108,2023-06-30,completed
911,182,2025-02-23,returned
912,310,2023-09-27,completed
913,490,2025-11-03,completed
914,408,2024-08-12,completed
915,118,2024-04-20,completed
916,36,2024-10-25,completed
917,436,2025-02-23,completed
918,67,2025-11-21,completed
919,98,2023-09-16,completed
920,31,2023-01-17,completed
921,461,2025-08-08,completed
922,317,2025-07-17,completed
923,492,2025-08-18,completed
924,475,2024-01-08,completed
925,86,2025-01-14,completed
926,483,2024-11-12,completed
927,306,2025-12-15,completed
928,15,2023-07-21,completed
929,453,2025-09-28,returned
930,327,2023-05-05,returned
931,155,2025-03-05,cancelled
932,48,2025-09-05,cancelled
933,375,2024-02-29,cancelled
934,22,2023-03-07,completed
936,72,2023-01-18,completed
937,188,2024-12-17,cancelled
938,110,2024-12-08,completed
939,277,2024-09-20,completed
940,399,2023-10-16,returned
941,370,2025-06-02,completed
942,364,2023-03-08,completed
943,485,2025-09-09,completed
944,14,2025-04-24,completed
945,16,2023-08-10,completed
946,148,2025-12-22,completed
947,290,2024-12-15,completed
948,171,2024-02-15,completed
950,20,2024-06-21,completed
951,153,2025-10-14,completed
952,77,2024-08-10,completed
953,35,2024-06-24,completed
954,277,2023-08-05,completed
955,477,2023-06-21,completed
956,436,2025-03-28,completed
957,378,2025-06-20,completed
958,14,2023-04-06,completed
959,195,2024-09-05,completed
960,256,2024-07-07,completed
961,118,2024-06-13,completed
962,440,2025-03-26,completed
963,6,2024-11-23,completed
964,257,2023-03-26,completed
965,425,2024-05-23,completed
966,131,2025-11-12,completed
967,490,2024-09-10,completed
968,477,2025-11-22,completed
970,353,2023-07-04,completed
971,352,2025-01-09,returned
972,41,2023-05-07,completed
973,305,2024-09-08,completed
974,8,2024-09-28,cancelled
975,125,2025-01-26,completed
977,243,2023-10-03,completed
978,4,2023-01-31,completed
979,140,2025-04-16,cancelled
980,302,2025-12-26,completed
981,356,2025-10-28,completed
982,75,2023-06-07,returned
983,318,2023-06-23,returned
984,420,2025-08-30,completed
985,458,2024-04-15,completed
986,203,2025-10-31,returned
988,263,2025-03-01,completed
990,90,2024-02-22,completed
991,265,2023-04-12,completed
992,90,2023-02-03,completed
993,197,2024-08-14,completed
994,162,2023-07-20,completed
995,2,2024-07-25,pending
996,154,2023-07-04,cancelled
997,419,2024-07-04,completed
998,271,2025-06-06,completed
999,292,2025-02-11,completed
1000,494,2024-01-18,completed
1001,460,2023-10-13,completed
1002,71,2025-02-27,completed
1003,312,2025-04-04,completed
1004,416,2024-06-25,completed
1005,428,2025-06-10,completed
1006,487,2023-12-18,completed
1009,454,2023-06-26,completed
1010,419,2025-06-21,completed
1011,349,2025-09-17,completed
1012,168,2024-04-09,completed
1014,171,2024-12-21,completed
1015,471,2025-12-21,cancelled
1016,117,2024-09-02,completed
1018,277,2024-10-26,completed
1019,260,2023-07-14,completed
1020,28,2023-12-29,completed
1021,461,2023-05-02,cancelled
1022,110,2024-01-10,completed
1023,282,2024-12-25,completed
1024,347,2024-09-14,completed
1025,335,2023-12-23,completed
1026,18,2025-09-24,completed
1027,466,2023-05-01,completed
1028,292,2024-09-20,pending
1029,5,2024-12-13,completed
1030,55,2024-06-05,completed
1031,439,2023-02-01,completed
1032,24,2023-01-12,pending
1033,491,2025-07-23,cancelled
1034,453,2025-07-26,completed
1036,116,2023-01-13,completed
1037,466,2023-01-09,completed
1038,238,2025-08-21,completed
1039,193,2023-11-13,completed
1040,337,2025-11-18,completed
1042,364,2023-01-21,completed
1043,26,2023-11-02,completed
1044,214,2023-04-07,completed
1045,407,2025-06-20,completed
1046,21,2023-11-22,pending
1047,199,2023-11-05,cancelled
1048,454,2025-05-05,returned
1049,31,2024-08-10,completed
1050,291,2023-01-18,completed
1051,452,2023-07-01,completed
1052,285,2024-06-29,completed
1054,342,2025-12-24,completed
1055,271,2023-02-27,completed
1056,365,2024-07-03,returned
1057,477,2025-10-26,cancelled
1059,70,2023-09-01,completed
1060,163,2024-03-13,completed
1061,41,2025-07-03,returned
1062,464,2025-08-01,cancelled
1063,228,2023-09-28,completed
1064,323,2023-11-09,returned
1066,117,2023-09-10,completed
1067,180,2025-11-27,completed
1068,324,2024-05-19,completed
1069,437,2024-03-30,completed
1070,465,2025-07-29,completed
1071,488,2024-03-31,completed
1072,227,2023-09-26,pending
1073,150,2023-11-12,pending
1074,125,2025-09-07,completed
1075,351,2024-07-18,completed
1076,339,2024-08-10,completed
