order_item_id,order_id,product_id,quantity,unit_price,line_total
72,24,86,3,333.09,999.27
74,26,84,3,896.53,2689.59
75,26,115,2,107.04,214.08
76,26,107,3,314.44,943.32
77,26,10,3,520.23,1560.69
78,26,67,4,650.54,2602.16
79,27,83,2,413.04,826.08
80,27,36,1,421.22,421.22
81,27,28,4,71.4,285.6
83,27,24,2,192.66,385.32
84,28,21,2,167.95,335.9
85,28,18,3,160.9,482.7
86,28,81,4,565.87,2263.48
87,28,66,1,810.21,810.21
88,28,6,3,704.8,2114.4
89,29,77,2,285.5,571.0
90,29,19,3,600.64,1801.92
91,29,102,3,820.54,2461.62
92,29,75,1,53.38,53.38
93,30,88,1,378.0,378.0
94,30,54,1,177.51,177.51
95,30,106,1,469.58,469.58
97,30,78,1,443.16,443.16
98,31,90,4,379.84,1519.36
99,32,13,2,162.11,324.22
100,32,55,1,826.63,826.63
101,32,18,4,160.9,643.6
102,32,33,1,91.79,91.79
103,32,62,1,806.45,806.45
104,33,53,2,283.45,566.9
105,33,47,3,365.65,1096.95
106,33,14,4,5.6,22.4
107,34,62,3,806.45,2419.35
108,34,23,4,740.38,2961.52
109,34,48,1,623.0,623.0
110,34,72,4,590.71,2362.84
111,34,33,2,91.79,183.58
112,35,21,4,167.95,671.8
113,36,9,3,94.61,283.83
114,37,37,2,602.98,1205.96
116,37,77,2,285.5,571.0
117,37,8,2,728.74,1457.48
118,37,100,1,622.45,622.45
122,39,78,4,443.16,1772.64
123,39,25,1,350.4,350.4
124,40,103,3,552.16,1656.48
125,41,62,4,806.45,3225.8
126,41,99,1,734.38,734.38
128,41,97,2,665.98,1331.96
129,41,44,2,105.69,211.38
131,42,37,1,602.98,602.98
132,42,12,2,853.06,1706.12
133,43,64,2,272.13,544.26
134,43,95,2,581.67,1163.34
135,44,16,1,864.69,864.69
136,45,109,4,677.52,2710.08
137,46,36,2,421.22,842.44
138,46,51,4,546.45,2185.8
139,46,29,1,536.65,536.65
140,46,97,4,665.98,2663.92
141,46,74,2,427.63,855.26
144,48,64,2,272.13,544.26
145,48,55,3,826.63,2479.89
148,50,64,3,272.13,816.39
149,50,18,3,160.9,482.7
150,50,115,1,107.04,107.04
151,50,109,2,677.52,1355.04
152,51,47,3,365.65,1096.95
153,51,72,4,590.71,2362.84
154,51,120,2,8.87,17.74
155,52,87,4,536.55,2146.2
156,52,66,4,810.21,3240.84
158,53,109,2,677.52,1355.04
159,53,117,3,232.58,697.74
160,53,10,3,520.23,1560.69
161,53,11,4,216.7,866.8
162,54,53,1,283.45,283.45
163,54,22,2,130.87,261.74
164,54,24,1,192.66,192.66
165,54,110,4,365.92,1463.68
166,55,68,3,352.5,1057.5
167,55,98,1,299.14,299.14
168,55,11,4,216.7,866.8
169,55,14,2,5.6,11.2
170,56,85,3,209.42,628.26
171,57,71,2,119.5,239.0
172,57,57,4,313.09,1252.36
173,57,18,4,160.9,643.6
174,58,57,3,313.09,939.27
177,60,71,3,119.5,358.5
178,61,107,1,314.44,314.44
179,61,49,2,307.38,614.76
180,61,29,3,536.65,1609.95
181,61,34,3,280.97,842.91
182,62,58,2,29.56,59.12
183,62,35,2,170.46,340.92
184,62,90,1,379.84,379.84
185,62,80,1,803.34,803.34
187,63,101,3,123.59,370.77
188,63,103,1,552.16,552.16
189,63,64,2,272.13,544.26
190,64,105,1,16.05,16.05
191,64,49,2,307.38,614.76
192,64,107,4,314.44,1257.76
193,65,50,3,125.27,375.81
194,65,88,1,378.0,378.0
195,65,40,1,854.57,854.57
196,65,120,3,8.87,26.61
197,66,42,3,291.17,873.51
198,66,2,4,347.53,1390.12
199,66,22,1,130.87,130.87
200,66,102,4,820.54,3282.16
201,67,44,1,105.69,105.69
202,67,120,2,8.87,17.74
203,67,98,1,299.14,299.14
204,67,81,2,565.87,1131.74
205,67,8,3,728.74,2186.22
206,68,33,1,91.79,91.79
207,68,116,4,633.37,2533.48
208,69,94,2,138.47,276.94
209,69,60,2,429.31,858.62
210,69,36,3,421.22,1263.66
212,71,25,2,350.4,700.8
213,71,68,3,352.5,1057.5
214,71,88,3,378.0,1134.0
215,71,64,1,272.13,272.13
216,72,5,4,183.5,734.0
217,73,2,2,347.53,695.06
218,74,72,4,590.71,2362.84
219,74,96,1,732.78,732.78
220,74,114,3,302.11,906.33
221,75,13,2,162.11,324.22
223,75,30,4,145.6,582.4
224,75,69,3,655.25,1965.75
225,75,50,4,125.27,501.08
226,76,77,3,285.5,856.5
227,76,57,3,313.09,939.27
228,76,120,4,8.87,35.48
229,76,46,4,241.39,965.56
230,76,116,3,633.37,1900.11
231,77,47,1,365.65,365.65
232,77,58,3,29.56,88.68
233,77,51,2,546.45,1092.9
237,79,52,1,684.74,684.74
238,79,73,4,337.65,1350.6
239,79,118,1,742.97,742.97
240,79,28,3,71.4,214.2
241,79,94,4,138.47,553.88
246,81,58,1,29.56,29.56
247,81,97,3,665.98,1997.94
248,81,77,2,285.5,571.0
249,81,74,1,427.63,427.63
250,82,100,2,622.45,1244.9
251,82,90,2,379.84,759.68
252,82,17,2,275.07,550.14
253,82,98,2,299.14,598.28
254,83,86,4,333.09,1332.36
255,84,22,4,130.87,523.48
256,84,45,4,508.59,2034.36
259,85,19,3,600.64,1801.92
260,85,112,1,366.07,366.07
261,85,107,2,314.44,628.88
262,85,105,3,16.05,48.15
263,86,75,1,53.38,53.38
264,86,116,1,633.37,633.37
265,86,85,3,209.42,628.26
266,86,68,1,352.5,352.5
267,87,30,1,145.6,145.6
268,87,49,4,307.38,1229.52
269,87,66,1,810.21,810.21
270,87,91,4,707.35,2829.4
271,88,51,3,546.45,1639.35
272,88,96,3,732.78,2198.34
273,88,21,2,167.95,335.9
274,88,3,3,404.17,1212.51
275,89,72,3,590.71,1772.13
276,90,112,2,366.07,732.14
277,90,81,4,565.87,2263.48
278,90,88,3,378.0,1134.0
279,90,30,2,145.6,291.2
280,90,54,2,177.51,355.02
281,91,117,2,232.58,465.16
282,91,18,1,160.9,160.9
283,91,56,2,614.64,1229.28
284,91,99,3,734.38,2203.14
285,91,19,4,600.64,2402.56
286,92,24,3,192.66,577.98
287,92,4,2,373.72,747.44
288,93,65,4,238.72,954.88
289,93,109,3,677.52,2032.56
290,94,98,4,299.14,1196.56
291,94,2,2,347.53,695.06
292,94,119,1,696.06,696.06
293,94,35,4,170.46,681.84
294,95,78,4,443.16,1772.64
295,96,67,1,650.54,650.54
296,97,72,4,590.71,2362.84
297,98,100,4,622.45,2489.8
298,98,106,3,469.58,1408.74
299,98,37,1,602.98,602.98
300,99,100,2,622.45,1244.9
301,99,75,3,53.38,160.14
302,100,89,2,627.19,1254.38
303,100,84,1,896.53,896.53
304,100,117,4,232.58,930.32
305,101,21,2,167.95,335.9
306,101,49,2,307.38,614.76
307,101,71,2,119.5,239.0
308,101,6,1,704.8,704.8
309,101,99,3,734.38,2203.14
311,102,80,4,803.34,3213.36
312,103,59,1,584.4,584.4
313,103,53,3,283.45,850.35
314,103,57,2,313.09,626.18
315,103,11,2,216.7,433.4
316,104,43,1,771.67,771.67
317,104,118,2,742.97,1485.94
318,104,12,3,853.06,2559.18
319,105,120,3,8.87,26.61
320,105,5,4,183.5,734.0
321,105,12,4,853.06,3412.24
322,106,68,2,352.5,705.0
323,106,53,1,283.45,283.45
324,106,27,1,408.89,408.89
325,107,68,3,352.5,1057.5
326,107,74,4,427.63,1710.52
327,107,80,4,803.34,3213.36
328,108,16,1,864.69,864.69
330,109,43,3,771.67,2315.01
331,109,45,1,508.59,508.59
332,109,72,3,590.71,1772.13
334,111,62,4,806.45,3225.8
336,112,72,2,590.71,1181.42
337,112,69,3,655.25,1965.75
338,112,3,3,404.17,1212.51
339,113,108,2,580.83,1161.66
340,113,22,3,130.87,392.61
341,113,74,3,427.63,1282.89
342,113,78,3,443.16,1329.48
343,113,50,4,125.27,501.08
344,114,48,1,623.0,623.0
346,115,25,1,350.4,350.4
347,115,44,2,105.69,211.38
348,115,119,1,696.06,696.06
350,116,67,3,650.54,1951.62
351,117,69,4,655.25,2621.0
352,117,41,3,117.93,353.79
353,117,99,3,734.38,2203.14
354,118,41,3,117.93,353.79
355,118,35,2,170.46,340.92
356,118,19,3,600.64,1801.92
357,118,91,1,707.35,707.35
358,118,103,4,552.16,2208.64
359,119,115,4,107.04,428.16
360,119,76,3,133.18,399.54
361,119,81,2,565.87,1131.74
362,119,108,1,580.83,580.83
363,119,89,4,627.19,2508.76
364,120,61,3,549.46,1648.38
365,120,30,4,145.6,582.4
366,120,29,3,536.65,1609.95
367,120,19,3,600.64,1801.92
368,121,37,3,602.98,1808.94
369,121,99,2,734.38,1468.76
370,122,69,4,655.25,2621.0
371,122,60,2,429.31,858.62
372,122,52,4,684.74,2738.96
373,123,70,2,761.64,1523.28
374,123,89,1,627.19,627.19
375,123,31,4,271.16,1084.64
376,124,9,4,94.61,378.44
377,124,77,1,285.5,285.5
378,124,14,2,5.6,11.2
379,124,88,1,378.0,378.0
380,125,26,3,319.34,958.02
381,125,27,3,408.89,1226.67
382,125,88,4,378.0,1512.0
383,125,113,3,590.85,1772.55
385,127,81,4,565.87,2263.48
386,127,41,2,117.93,235.86
387,127,92,4,634.57,2538.28
388,127,49,4,307.38,1229.52
389,128,18,1,160.9,160.9
390,128,2,2,347.53,695.06
391,129,111,4,771.64,3086.56
392,129,59,4,584.4,2337.6
393,129,115,4,107.04,428.16
394,129,101,2,123.59,247.18
400,131,88,3,378.0,1134.0
401,132,74,3,427.63,1282.89
402,132,94,3,138.47,415.41
403,132,43,1,771.67,771.67
404,132,54,3,177.51,532.53
405,133,104,1,828.75,828.75
406,133,95,1,581.67,581.67
407,133,80,1,803.34,803.34
408,134,78,2,443.16,886.32
410,135,24,2,192.66,385.32
411,136,31,2,271.16,542.32
412,136,85,3,209.42,628.26
413,136,57,3,313.09,939.27
419,138,33,4,91.79,367.16
420,139,41,1,117.93,117.93
422,140,25,1,350.4,350.4
423,140,5,2,183.5,367.0
424,140,4,1,373.72,373.72
430,142,34,3,280.97,842.91
431,143,14,4,5.6,22.4
432,143,19,1,600.64,600.64
433,143,70,3,761.64,2284.92
434,143,99,1,734.38,734.38
435,144,120,1,8.87,8.87
436,145,91,4,707.35,2829.4
437,145,99,1,734.38,734.38
439,145,62,4,806.45,3225.8
440,145,56,3,614.64,1843.92
441,146,11,3,216.7,650.1
442,146,108,2,580.83,1161.66
443,146,59,4,584.4,2337.6
444,147,114,4,302.11,1208.44
445,148,50,3,125.27,375.81
446,148,9,4,94.61,378.44
447,148,102,1,820.54,820.54
448,148,70,1,761.64,761.64
449,149,59,2,584.4,1168.8
450,149,87,1,536.55,536.55
451,149,112,4,366.07,1464.28
452,149,69,4,655.25,2621.0
454,150,59,2,584.4,1168.8
455,151,29,3,536.65,1609.95
456,151,9,4,94.61,378.44
457,151,103,2,552.16,1104.32
458,151,26,2,319.34,638.68
459,151,55,2,826.63,1653.26
462,153,114,4,302.11,1208.44
463,153,37,2,602.98,1205.96
464,153,54,3,177.51,532.53
465,153,89,4,627.19,2508.76
466,153,104,2,828.75,1657.5
467,154,45,2,508.59,1017.18
468,154,54,1,177.51,177.51
469,154,1,2,50.31,100.62
470,155,88,4,378.0,1512.0
471,155,109,2,677.52,1355.04
473,156,104,1,828.75,828.75
474,156,114,2,302.11,604.22
475,157,76,2,133.18,266.36
476,157,75,3,53.38,160.14
477,157,42,1,291.17,291.17
478,157,54,1,177.51,177.51
480,158,7,4,247.03,988.12
481,158,114,4,302.11,1208.44
482,158,56,3,614.64,1843.92
483,158,19,2,600.64,1201.28
484,159,59,3,584.4,1753.2
485,159,54,3,177.51,532.53
486,159,22,2,130.87,261.74
487,159,98,2,299.14,598.28
488,160,2,2,347.53,695.06
489,160,94,4,138.47,553.88
490,160,55,2,826.63,1653.26
496,162,91,1,707.35,707.35
497,162,59,4,584.4,2337.6
498,163,91,1,707.35,707.35
499,163,82,3,348.27,1044.81
500,163,1,3,50.31,150.93
501,163,111,3,771.64,2314.92
502,164,95,3,581.67,1745.01
503,164,120,1,8.87,8.87
504,164,8,4,728.74,2914.96
505,165,43,1,771.67,771.67
506,165,31,2,271.16,542.32
507,166,36,3,421.22,1263.66
508,166,7,1,247.03,247.03
509,166,9,3,94.61,283.83
510,166,48,3,623.0,1869.0
511,167,11,4,216.7,866.8
512,168,64,2,272.13,544.26
514,169,38,2,757.5,1515.0
515,170,84,3,896.53,2689.59
516,170,83,4,413.04,1652.16
517,170,101,2,123.59,247.18
518,171,99,2,734.38,1468.76
519,171,109,4,677.52,2710.08
520,171,7,2,247.03,494.06
521,172,21,1,167.95,167.95
522,172,31,3,271.16,813.48
523,173,45,4,508.59,2034.36
524,173,19,2,600.64,1201.28
525,173,48,1,623.0,623.0
526,174,1,3,50.31,150.93
527,174,95,3,581.67,1745.01
528,175,44,4,105.69,422.76
529,175,89,2,627.19,1254.38
530,175,15,1,58.29,58.29
531,175,94,4,138.47,553.88
534,177,51,1,546.45,546.45
535,177,25,3,350.4,1051.2
537,177,41,3,117.93,353.79
538,177,78,3,443.16,1329.48
539,178,103,4,552.16,2208.64
540,178,57,4,313.09,1252.36
541,178,37,1,602.98,602.98
542,178,21,3,167.95,503.85
543,179,12,3,853.06,2559.18
544,179,1,4,50.31,201.24
545,179,53,2,283.45,566.9
546,179,82,4,348.27,1393.08
547,180,95,1,581.67,581.67
548,180,60,3,429.31,1287.93
549,180,29,4,536.65,2146.6
550,180,4,3,373.72,1121.16
551,180,102,4,820.54,3282.16
552,181,77,3,285.5,856.5
553,182,48,1,623.0,623.0
554,183,46,1,241.39,241.39
555,183,21,4,167.95,671.8
556,184,66,2,810.21,1620.42
557,185,35,3,170.46,511.38
558,185,88,3,378.0,1134.0
559,185,90,1,379.84,379.84
560,186,14,2,5.6,11.2
561,186,28,2,71.4,142.8
562,187,54,4,177.51,710.04
563,188,18,3,160.9,482.7
564,188,105,3,16.05,48.15
565,188,57,1,313.09,313.09
566,189,55,1,826.63,826.63
567,190,76,3,133.18,399.54
568,190,8,3,728.74,2186.22
569,190,61,1,549.46,549.46
570,190,16,2,864.69,1729.38
571,190,117,2,232.58,465.16
572,191,45,2,508.59,1017.18
573,191,46,1,241.39,241.39
574,191,21,1,167.95,167.95
575,191,110,2,365.92,731.84
576,191,65,2,238.72,477.44
581,193,64,3,272.13,816.39
582,193,98,1,299.14,299.14
583,194,29,4,536.65,2146.6
584,194,71,1,119.5,119.5
585,194,53,4,283.45,1133.8
586,194,38,3,757.5,2272.5
587,195,16,2,864.69,1729.38
588,196,9,2,94.61,189.22
589,196,47,4,365.65,1462.6
590,197,76,4,133.18,532.72
591,197,35,4,170.46,681.84
592,197,97,3,665.98,1997.94
593,197,102,4,820.54,3282.16
594,197,103,3,552.16,1656.48
595,198,64,1,272.13,272.13
596,199,98,1,299.14,299.14
597,200,65,1,238.72,238.72
598,200,34,1,280.97,280.97
599,200,70,1,761.64,761.64
600,200,44,3,105.69,317.07
601,201,114,4,302.11,1208.44
602,201,91,3,707.35,2122.05
603,201,22,4,130.87,523.48
604,202,8,4,728.74,2914.96
605,202,51,3,546.45,1639.35
606,202,34,3,280.97,842.91
607,202,64,1,272.13,272.13
608,202,76,2,133.18,266.36
609,203,13,4,162.11,648.44
610,203,55,2,826.63,1653.26
611,203,45,3,508.59,1525.77
612,203,46,1,241.39,241.39
617,205,65,3,238.72,716.16
618,205,104,3,828.75,2486.25
619,205,98,4,299.14,1196.56
620,205,86,1,333.09,333.09
621,206,103,1,552.16,552.16
622,206,29,1,536.65,536.65
623,206,80,3,803.34,2410.02
624,206,96,4,732.78,2931.12
625,207,41,4,117.93,471.72
626,207,26,2,319.34,638.68
627,207,54,2,177.51,355.02
628,207,52,2,684.74,1369.48
629,207,33,4,91.79,367.16
630,208,67,2,650.54,1301.08
631,209,82,2,348.27,696.54
632,210,31,1,271.16,271.16
633,210,15,3,58.29,174.87
635,210,25,2,350.4,700.8
637,212,115,1,107.04,107.04
638,212,47,2,365.65,731.3
639,212,86,1,333.09,333.09
640,212,85,3,209.42,628.26
641,213,95,4,581.67,2326.68
642,213,50,1,125.27,125.27
643,213,104,3,828.75,2486.25
644,213,96,3,732.78,2198.34
645,213,31,1,271.16,271.16
646,214,36,2,421.22,842.44
647,214,113,3,590.85,1772.55
648,215,89,2,627.19,1254.38
649,216,111,1,771.64,771.64
650,216,31,4,271.16,1084.64
651,216,110,3,365.92,1097.76
652,216,57,2,313.09,626.18
653,216,50,2,125.27,250.54
654,217,106,4,469.58,1878.32
655,218,106,2,469.58,939.16
656,219,59,1,584.4,584.4
657,219,89,2,627.19,1254.38
659,220,109,4,677.52,2710.08
660,220,77,3,285.5,856.5
661,221,103,1,552.16,552.16
662,221,37,2,602.98,1205.96
663,221,26,4,319.34,1277.36
664,222,81,2,565.87,1131.74
665,222,30,2,145.6,291.2
666,222,117,4,232.58,930.32
667,222,12,2,853.06,1706.12
668,222,60,3,429.31,1287.93
669,223,106,2,469.58,939.16
670,223,87,2,536.55,1073.1
671,223,64,3,272.13,816.39
672,223,16,4,864.69,3458.76
673,224,54,4,177.51,710.04
674,224,24,1,192.66,192.66
675,225,11,3,216.7,650.1
676,225,2,4,347.53,1390.12
677,225,61,4,549.46,2197.84
678,225,18,3,160.9,482.7
680,226,86,3,333.09,999.27
681,226,103,3,552.16,1656.48
682,227,113,1,590.85,590.85
683,227,60,4,429.31,1717.24
684,227,17,1,275.07,275.07
685,228,116,3,633.37,1900.11
686,228,113,4,590.85,2363.4
687,228,34,3,280.97,842.91
688,229,7,2,247.03,494.06
689,229,25,3,350.4,1051.2
691,229,30,4,145.6,582.4
694,231,75,2,53.38,106.76
695,231,1,1,50.31,50.31
696,232,51,3,546.45,1639.35
697,233,59,1,584.4,584.4
698,233,81,1,565.87,565.87
699,233,35,4,170.46,681.84
700,233,77,2,285.5,571.0
701,234,71,4,119.5,478.0
702,235,50,4,125.27,501.08
703,235,100,2,622.45,1244.9
704,236,86,3,333.09,999.27
705,236,13,4,162.11,648.44
706,236,107,4,314.44,1257.76
707,237,24,1,192.66,192.66
708,237,56,4,614.64,2458.56
709,237,81,2,565.87,1131.74
710,237,55,1,826.63,826.63
711,237,12,4,853.06,3412.24
712,238,108,4,580.83,2323.32
714,238,67,1,650.54,650.54
715,239,3,2,404.17,808.34
716,239,15,4,58.29,233.16
717,239,95,4,581.67,2326.68
718,239,85,3,209.42,628.26
719,239,60,4,429.31,1717.24
720,240,28,1,71.4,71.4
721,240,24,3,192.66,577.98
725,242,39,1,431.24,431.24
726,242,12,2,853.06,1706.12
727,242,17,2,275.07,550.14
728,243,25,2,350.4,700.8
729,243,12,1,853.06,853.06
730,243,39,2,431.24,862.48
731,243,99,4,734.38,2937.52
732,243,60,4,429.31,1717.24
733,244,7,4,247.03,988.12
734,244,43,4,771.67,3086.68
735,244,2,3,347.53,1042.59
736,244,14,4,5.6,22.4
737,245,55,3,826.63,2479.89
738,246,83,1,413.04,413.04
739,246,45,2,508.59,1017.18
740,246,58,4,29.56,118.24
741,246,90,2,379.84,759.68
742,246,56,3,614.64,1843.92
743,247,54,3,177.51,532.53
744,247,107,2,314.44,628.88
745,247,87,3,536.55,1609.65
746,247,84,1,896.53,896.53
747,248,64,1,272.13,272.13
748,248,39,3,431.24,1293.72
749,248,31,3,271.16,813.48
750,248,27,2,408.89,817.78
751,249,16,2,864.69,1729.38
752,249,72,3,590.71,1772.13
758,251,98,1,299.14,299.14
759,251,65,3,238.72,716.16
760,251,64,2,272.13,544.26
761,251,94,2,138.47,276.94
762,252,37,1,602.98,602.98
763,252,65,4,238.72,954.88
764,252,22,2,130.87,261.74
765,253,115,3,107.04,321.12
766,253,59,4,584.4,2337.6
767,253,110,1,365.92,365.92
768,253,67,1,650.54,650.54
769,254,85,2,209.42,418.84
771,255,39,2,431.24,862.48
773,255,96,4,732.78,2931.12
774,255,41,4,117.93,471.72
775,256,67,3,650.54,1951.62
776,256,70,3,761.64,2284.92
777,257,34,4,280.97,1123.88
778,257,31,1,271.16,271.16
779,257,107,3,314.44,943.32
780,257,100,3,622.45,1867.35
781,257,39,1,431.24,431.24
782,258,73,2,337.65,675.3
783,258,92,3,634.57,1903.71
784,258,115,2,107.04,214.08
785,258,81,2,565.87,1131.74
786,258,86,2,333.09,666.18
787,259,12,1,853.06,853.06
788,260,76,4,133.18,532.72
789,260,72,4,590.71,2362.84
790,260,67,4,650.54,2602.16
791,260,100,4,622.45,2489.8
792,261,17,1,275.07,275.07
793,261,91,4,707.35,2829.4
794,261,66,2,810.21,1620.42
795,261,111,3,771.64,2314.92
796,262,6,1,704.8,704.8
797,262,67,3,650.54,1951.62
800,263,24,1,192.66,192.66
801,263,105,4,16.05,64.2
802,264,17,4,275.07,1100.28
803,264,98,4,299.14,1196.56
804,264,18,3,160.9,482.7
805,264,65,4,238.72,954.88
806,264,82,4,348.27,1393.08
807,265,91,3,707.35,2122.05
808,265,4,1,373.72,373.72
809,266,65,2,238.72,477.44
810,266,115,3,107.04,321.12
811,266,3,2,404.17,808.34
812,266,16,4,864.69,3458.76
813,267,44,4,105.69,422.76
814,268,70,2,761.64,1523.28
815,269,8,3,728.74,2186.22
817,270,7,2,247.03,494.06
818,271,35,1,170.46,170.46
819,272,35,1,170.46,170.46
820,273,109,2,677.52,1355.04
821,274,117,1,232.58,232.58
822,274,72,3,590.71,1772.13
824,274,6,3,704.8,2114.4
825,275,37,1,602.98,602.98
826,275,6,4,704.8,2819.2
827,275,21,2,167.95,335.9
828,275,95,3,581.67,1745.01
829,275,69,2,655.25,1310.5
830,276,35,3,170.46,511.38
832,276,85,1,209.42,209.42
833,276,42,1,291.17,291.17
834,277,69,1,655.25,655.25
844,280,17,3,275.07,825.21
845,281,89,3,627.19,1881.57
846,282,110,3,365.92,1097.76
847,283,114,2,302.11,604.22
848,284,11,1,216.7,216.7
849,284,113,2,590.85,1181.7
850,284,74,4,427.63,1710.52
852,286,31,3,271.16,813.48
853,286,44,2,105.69,211.38
854,286,107,4,314.44,1257.76
855,286,7,4,247.03,988.12
856,287,101,2,123.59,247.18
857,288,87,1,536.55,536.55
858,289,111,1,771.64,771.64
859,289,77,4,285.5,1142.0
861,291,17,4,275.07,1100.28
862,291,82,4,348.27,1393.08
863,291,66,2,810.21,1620.42
864,291,33,1,91.79,91.79
865,291,46,4,241.39,965.56
866,292,19,3,600.64,1801.92
867,292,61,3,549.46,1648.38
868,293,110,2,365.92,731.84
869,293,7,2,247.03,494.06
870,293,55,3,826.63,2479.89
871,293,45,4,508.59,2034.36
872,293,26,4,319.34,1277.36
875,295,104,2,828.75,1657.5
876,295,95,1,581.67,581.67
877,295,49,1,307.38,307.38
878,296,6,2,704.8,1409.6
879,296,4,2,373.72,747.44
880,296,26,2,319.34,638.68
881,297,3,2,404.17,808.34
882,298,48,3,623.0,1869.0
883,298,104,4,828.75,3315.0
884,299,89,4,627.19,2508.76
885,299,48,2,623.0,1246.0
886,299,41,2,117.93,235.86
887,299,77,3,285.5,856.5
888,300,114,4,302.11,1208.44
890,300,27,3,408.89,1226.67
891,300,94,4,138.47,553.88
892,300,11,3,216.7,650.1
893,301,84,2,896.53,1793.06
894,301,5,2,183.5,367.0
895,301,27,3,408.89,1226.67
896,301,29,4,536.65,2146.6
897,301,115,3,107.04,321.12
898,302,75,4,53.38,213.52
899,302,6,3,704.8,2114.4
900,303,4,3,373.72,1121.16
901,303,23,3,740.38,2221.14
902,303,57,3,313.09,939.27
903,303,30,1,145.6,145.6
904,304,43,3,771.67,2315.01
905,304,26,3,319.34,958.02
910,306,105,4,16.05,64.2
911,306,60,4,429.31,1717.24
912,306,44,1,105.69,105.69
913,307,44,4,105.69,422.76
914,307,29,4,536.65,2146.6
915,307,54,3,177.51,532.53
916,308,73,4,337.65,1350.6
917,308,81,2,565.87,1131.74
918,308,103,1,552.16,552.16
919,309,12,2,853.06,1706.12
920,309,22,4,130.87,523.48
921,309,14,2,5.6,11.2
922,310,59,1,584.4,584.4
923,311,69,4,655.25,2621.0
924,311,54,4,177.51,710.04
925,312,21,2,167.95,335.9
926,312,78,4,443.16,1772.64
927,312,74,1,427.63,427.63
928,312,40,4,854.57,3418.28
929,313,59,1,584.4,584.4
930,313,60,4,429.31,1717.24
931,313,74,3,427.63,1282.89
932,313,6,2,704.8,1409.6
933,314,90,1,379.84,379.84
934,314,73,1,337.65,337.65
935,315,117,4,232.58,930.32
936,315,64,1,272.13,272.13
937,316,22,1,130.87,130.87
938,316,33,1,91.79,91.79
939,316,27,4,408.89,1635.56
940,316,65,4,238.72,954.88
941,317,86,4,333.09,1332.36
942,317,96,1,732.78,732.78
943,317,60,2,429.31,858.62
944,318,78,1,443.16,443.16
945,319,87,3,536.55,1609.65
946,320,90,1,379.84,379.84
947,320,7,3,247.03,741.09
948,320,108,1,580.83,580.83
949,320,82,4,348.27,1393.08
950,321,2,3,347.53,1042.59
952,322,22,3,130.87,392.61
953,323,16,3,864.69,2594.07
954,323,30,1,145.6,145.6
956,323,14,4,5.6,22.4
957,324,39,1,431.24,431.24
958,324,99,2,734.38,1468.76
959,324,77,1,285.5,285.5
960,324,64,4,272.13,1088.52
961,325,109,1,677.52,677.52
962,325,86,4,333.09,1332.36
963,325,62,2,806.45,1612.9
964,326,40,2,854.57,1709.14
965,327,26,2,319.34,638.68
967,327,49,4,307.38,1229.52
968,328,102,1,820.54,820.54
969,328,54,3,177.51,532.53
970,328,83,2,413.04,826.08
971,328,105,2,16.05,32.1
972,328,37,2,602.98,1205.96
973,329,9,2,94.61,189.22
974,329,25,2,350.4,700.8
975,329,7,2,247.03,494.06
976,329,82,1,348.27,348.27
977,330,39,4,431.24,1724.96
978,330,37,2,602.98,1205.96
