order_item_id,order_id,product_id,quantity,unit_price
252,82,17,2,275.07
253,82,98,2,299.14
254,83,86,4,333.09
255,84,22,4,130.87
256,84,45,4,508.59
257,84,79,2,-388.97
258,85,119,0,696.06
259,85,19,3,600.64
260,85,112,1,366.07
261,85,107,2,314.44
262,85,105,3,16.05
263,86,75,1,53.38
264,86,116,1,633.37
265,86,85,3,209.42
266,86,68,1,352.5
267,87,30,1,145.6
268,87,49,4,307.38
269,87,66,1,810.21
270,87,91,4,707.35
271,88,51,3,546.45
272,88,96,3,732.78
273,88,21,2,167.95
274,88,3,3,404.17
275,89,72,3,590.71
276,90,112,2,366.07
277,90,81,4,565.87
278,90,88,3,378.0
279,90,30,2,145.6
280,90,54,2,177.51
281,91,117,2,232.58
282,91,18,1,160.9
283,91,56,2,614.64
284,91,99,3,734.38
285,91,19,4,600.64
286,92,24,3,192.66
287,92,4,2,373.72
288,93,65,4,238.72
289,93,109,3,677.52
290,94,98,4,299.14
291,94,2,2,347.53
292,94,119,1,696.06
293,94,35,4,170.46
294,95,78,4,443.16
295,96,67,1,650.54
296,97,72,4,590.71
297,98,100,4,622.45
298,98,106,3,469.58
299,98,37,1,602.98
300,99,100,2,622.45
301,99,75,3,53.38
302,100,89,2,627.19
303,100,84,1,896.53
304,100,117,4,232.58
305,101,21,2,167.95
306,101,49,2,307.38
307,101,71,2,119.5
308,101,6,1,704.8
309,101,99,3,734.38
310,102,1,-1,50.31
311,102,80,4,803.34
312,103,59,1,584.4
313,103,53,3,283.45
314,103,57,2,313.09
315,103,11,2,216.7
316,104,43,1,771.67
317,104,118,2,742.97
318,104,12,3,853.06
319,105,120,3,8.87
320,105,5,4,183.5
321,105,12,4,853.06
322,106,68,2,352.5
323,106,53,1,283.45
324,106,27,1,408.89
325,107,68,3,352.5
326,107,74,4,427.63
327,107,80,4,803.34
328,108,16,1,864.69
329,109,6,0,704.8
330,109,43,3,771.67
331,109,45,1,508.59
332,109,72,3,590.71
333,110,107,2,314.44
334,111,62,4,806.45
335,111,20,3,733.67
336,112,72,2,590.71
337,112,69,3,655.25
338,112,3,3,404.17
339,113,108,2,580.83
340,113,22,3,130.87
341,113,74,3,427.63
342,113,78,3,443.16
343,113,50,4,125.27
344,114,48,1,623.0
345,115,20,3,133.24
346,115,25,1,350.4
347,115,44,2,105.69
348,115,119,1,696.06
349,115,62,0,806.45
350,116,67,3,650.54
351,117,69,4,655.25
352,117,41,3,117.93
353,117,99,3,734.38
354,118,41,3,117.93
355,118,35,2,170.46
356,118,19,3,600.64
357,118,91,1,707.35
358,118,103,4,552.16
359,119,115,4,107.04
360,119,76,3,133.18
361,119,81,2,565.87
362,119,108,1,580.83
363,119,89,4,627.19
364,120,61,3,549.46
365,120,30,4,145.6
366,120,29,3,536.65
367,120,19,3,600.64
368,121,37,3,602.98
369,121,99,2,734.38
370,122,69,4,655.25
371,122,60,2,429.31
372,122,52,4,684.74
373,123,70,2,761.64
374,123,89,1,627.19
375,123,31,4,271.16
376,124,9,4,94.61
377,124,77,1,285.5
378,124,14,2,5.6
379,124,88,1,378.0
380,125,26,3,319.34
381,125,27,3,408.89
382,125,88,4,378.0
383,125,113,3,590.85
384,126,48,-1,623.0
385,127,81,4,565.87
386,127,41,2,117.93
387,127,92,4,634.57
388,127,49,4,307.38
389,128,18,1,160.9
390,128,2,2,347.53
391,129,111,4,771.64
392,129,59,4,584.4
393,129,115,4,107.04
394,129,101,2,123.59
395,130,74,3,427.63
396,130,47,4,365.65
397,130,5,1,183.5
398,130,73,3,337.65
399,130,62,1,806.45
400,131,88,3,378.0
401,132,74,3,427.63
402,132,94,3,138.47
403,132,43,1,771.67
404,132,54,3,177.51
405,133,104,1,828.75
406,133,95,1,581.67
407,133,80,1,803.34
408,134,78,2,443.16
409,135,63,1,80.53
410,135,24,2,192.66
411,136,31,2,271.16
412,136,85,3,209.42
413,136,57,3,313.09
414,136,93,1,420.28
415,137,61,-1,549.46
416,137,34,4,280.97
417,137,19,1,600.64
418,137,68,3,352.5
419,138,33,4,91.79
420,139,41,1,117.93
421,139,71,0,119.5
422,140,25,1,350.4
423,140,5,2,183.5
424,140,4,1,373.72
425,141,103,2,552.16
426,141,24,4,192.66
427,141,115,1,107.04
428,141,15,3,58.29
429,141,90,3,379.84
430,142,34,3,280.97
431,143,14,4,5.6
432,143,19,1,600.64
433,143,70,3,761.64
434,143,99,1,734.38
435,144,120,1,8.87
436,145,91,4,707.35
437,145,99,1,734.38
438,145,63,1,621.88
439,145,62,4,806.45
440,145,56,3,614.64
441,146,11,3,216.7
442,146,108,2,580.83
443,146,59,4,584.4
444,147,114,4,302.11
445,148,50,3,125.27
446,148,9,4,94.61
447,148,102,1,820.54
448,148,70,1,761.64
449,149,59,2,584.4
450,149,87,1,536.55
451,149,112,4,366.07
452,149,69,4,655.25
453,149,20,1,585.65
454,150,59,2,584.4
455,151,29,3,536.65
456,151,9,4,94.61
457,151,103,2,552.16
458,151,26,2,319.34
459,151,55,2,826.63
460,152,57,1,313.09
461,152,32,4,18.98
462,153,114,4,302.11
463,153,37,2,602.98
464,153,54,3,177.51
465,153,89,4,627.19
466,153,104,2,828.75
467,154,45,2,508.59
468,154,54,1,177.51
469,154,1,2,50.31
470,155,88,4,378.0
471,155,109,2,677.52
472,156,79,4,-388.97
473,156,104,1,828.75
474,156,114,2,302.11
475,157,76,2,133.18
476,157,75,3,53.38
477,157,42,1,291.17
478,157,54,1,177.51
479,158,63,2,412.21
480,158,7,4,247.03
481,158,114,4,302.11
482,158,56,3,614.64
483,158,19,2,600.64
484,159,59,3,584.4
485,159,54,3,177.51
486,159,22,2,130.87
487,159,98,2,299.14
488,160,2,2,347.53
489,160,94,4,138.47
490,160,55,2,826.63
491,161,5,1,183.5
492,161,55,2,826.63
493,161,68,1,352.5
494,161,51,4,546.45
495,161,62,2,806.45
496,162,91,1,707.35
497,162,59,4,584.4
498,163,91,1,707.35
499,163,82,3,348.27
500,163,1,3,50.31
501,163,111,3,771.64
502,164,95,3,581.67
503,164,120,1,8.87
504,164,8,4,728.74
505,165,43,1,771.67
506,165,31,2,271.16
507,166,36,3,421.22
508,166,7,1,247.03
509,166,9,3,94.61
510,166,48,3,623.0
511,167,11,4,216.7
512,168,64,2,272.13
513,168,20,1,872.76
514,169,38,2,757.5
515,170,84,3,896.53
516,170,83,4,413.04
517,170,101,2,123.59
518,171,99,2,734.38
519,171,109,4,677.52
520,171,7,2,247.03
521,172,21,1,167.95
522,172,31,3,271.16
523,173,45,4,508.59
524,173,19,2,600.64
525,173,48,1,623.0
526,174,1,3,50.31
527,174,95,3,581.67
528,175,44,4,105.69
529,175,89,2,627.19
530,175,15,1,58.29
531,175,94,4,138.47
532,176,75,2,53.38
533,176,68,3,352.5
534,177,51,1,546.45
535,177,25,3,350.4
536,177,63,4,338.67
537,177,41,3,117.93
538,177,78,3,443.16
539,178,103,4,552.16
540,178,57,4,313.09
541,178,37,1,602.98
542,178,21,3,167.95
543,179,12,3,853.06
544,179,1,4,50.31
545,179,53,2,283.45
546,179,82,4,348.27
547,180,95,1,581.67
548,180,60,3,429.31
549,180,29,4,536.65
550,180,4,3,373.72
551,180,102,4,820.54
552,181,77,3,285.5
553,182,48,1,623.0
554,183,46,1,241.39
555,183,21,4,167.95
556,184,66,2,810.21
557,185,35,3,170.46
558,185,88,3,378.0
559,185,90,1,379.84
560,186,14,2,5.6
561,186,28,2,71.4
562,187,54,4,177.51
563,188,18,3,160.9
564,188,105,3,16.05
565,188,57,1,313.09
566,189,55,1,826.63
567,190,76,3,133.18
568,190,8,3,728.74
569,190,61,1,549.46
570,190,16,2,864.69
571,190,117,2,232.58
572,191,45,2,508.59
573,191,46,1,241.39
574,191,21,1,167.95
575,191,110,2,365.92
576,191,65,2,238.72
577,192,47,4,365.65
578,192,90,1,379.84
579,192,76,3,133.18
580,192,24,4,192.66
581,193,64,3,272.13
582,193,98,1,299.14
583,194,29,4,536.65
584,194,71,1,119.5
585,194,53,4,283.45
586,194,38,3,757.5
587,195,16,2,864.69
588,196,9,2,94.61
589,196,47,4,365.65
590,197,76,4,133.18
591,197,35,4,170.46
592,197,97,3,665.98
593,197,102,4,820.54
594,197,103,3,552.16
595,198,64,1,272.13
596,199,98,1,299.14
597,200,65,1,238.72
598,200,34,1,280.97
599,200,70,1,761.64
600,200,44,3,105.69
601,201,114,4,302.11
602,201,91,3,707.35
603,201,22,4,130.87
604,202,8,4,728.74
605,202,51,3,546.45
606,202,34,3,280.97
607,202,64,1,272.13
608,202,76,2,133.18
609,203,13,4,162.11
610,203,55,2,826.63
611,203,45,3,508.59
612,203,46,1,241.39
613,204,73,3,337.65
614,204,66,4,810.21
615,204,116,3,633.37
616,204,54,4,177.51
617,205,65,3,238.72
618,205,104,3,828.75
619,205,98,4,299.14
620,205,86,1,333.09
621,206,103,1,552.16
622,206,29,1,536.65
623,206,80,3,803.34
624,206,96,4,732.78
625,207,41,4,117.93
626,207,26,2,319.34
627,207,54,2,177.51
628,207,52,2,684.74
629,207,33,4,91.79
630,208,67,2,650.54
631,209,82,2,348.27
632,210,31,1,271.16
633,210,15,3,58.29
634,210,20,4,815.55
635,210,25,2,350.4
636,211,93,4,54.51
637,212,115,1,107.04
638,212,47,2,365.65
639,212,86,1,333.09
640,212,85,3,209.42
641,213,95,4,581.67
642,213,50,1,125.27
643,213,104,3,828.75
644,213,96,3,732.78
645,213,31,1,271.16
646,214,36,2,421.22
647,214,113,3,590.85
648,215,89,2,627.19
649,216,111,1,771.64
650,216,31,4,271.16
651,216,110,3,365.92
652,216,57,2,313.09
653,216,50,2,125.27
654,217,106,4,469.58
655,218,106,2,469.58
656,219,59,1,584.4
657,219,89,2,627.19
658,219,4,0,373.72
659,220,109,4,677.52
660,220,77,3,285.5
661,221,103,1,552.16
662,221,37,2,602.98
663,221,26,4,319.34
664,222,81,2,565.87
665,222,30,2,145.6
666,222,117,4,232.58
667,222,12,2,853.06
668,222,60,3,429.31
669,223,106,2,469.58
670,223,87,2,536.55
671,223,64,3,272.13
672,223,16,4,864.69
673,224,54,4,177.51
674,224,24,1,192.66
675,225,11,3,216.7
676,225,2,4,347.53
677,225,61,4,549.46
678,225,18,3,160.9
679,226,78,-1,443.16
680,226,86,3,333.09
681,226,103,3,552.16
682,227,113,1,590.85
683,227,60,4,429.31
684,227,17,1,275.07
685,228,116,3,633.37
686,228,113,4,590.85
687,228,34,3,280.97
688,229,7,2,247.03
689,229,25,3,350.4
690,229,20,4,895.7
691,229,30,4,145.6
692,230,16,1,864.69
693,230,45,3,508.59
694,231,75,2,53.38
695,231,1,1,50.31
696,232,51,3,546.45
697,233,59,1,584.4
698,233,81,1,565.87
699,233,35,4,170.46
700,233,77,2,285.5
701,234,71,4,119.5
702,235,50,4,125.27
703,235,100,2,622.45
704,236,86,3,333.09
705,236,13,4,162.11
706,236,107,4,314.44
707,237,24,1,192.66
708,237,56,4,614.64
709,237,81,2,565.87
710,237,55,1,826.63
711,237,12,4,853.06
712,238,108,4,580.83
713,238,32,1,825.98
714,238,67,1,650.54
715,239,3,2,404.17
716,239,15,4,58.29
717,239,95,4,581.67
718,239,85,3,209.42
719,239,60,4,429.31
720,240,28,1,71.4
721,240,24,3,192.66
722,241,84,4,896.53
723,241,62,4,806.45
724,242,103,0,552.16
725,242,39,1,431.24
726,242,12,2,853.06
727,242,17,2,275.07
728,243,25,2,350.4
729,243,12,1,853.06
730,243,39,2,431.24
731,243,99,4,734.38
732,243,60,4,429.31
733,244,7,4,247.03
734,244,43,4,771.67
735,244,2,3,347.53
736,244,14,4,5.6
737,245,55,3,826.63
738,246,83,1,413.04
739,246,45,2,508.59
740,246,58,4,29.56
741,246,90,2,379.84
742,246,56,3,614.64
743,247,54,3,177.51
744,247,107,2,314.44
745,247,87,3,536.55
746,247,84,1,896.53
747,248,64,1,272.13
748,248,39,3,431.24
749,248,31,3,271.16
750,248,27,2,408.89
751,249,16,2,864.69
752,249,72,3,590.71
753,250,78,4,443.16
754,250,86,1,333.09
755,250,14,1,5.6
756,250,91,1,707.35
757,250,7,2,247.03
758,251,98,1,299.14
759,251,65,3,238.72
760,251,64,2,272.13
761,251,94,2,138.47
762,252,37,1,602.98
763,252,65,4,238.72
764,252,22,2,130.87
765,253,115,3,107.04
766,253,59,4,584.4
767,253,110,1,365.92
768,253,67,1,650.54
769,254,85,2,209.42
770,255,112,-1,366.07
771,255,39,2,431.24
772,255,93,4,799.37
773,255,96,4,732.78
774,255,41,4,117.93
775,256,67,3,650.54
776,256,70,3,761.64
777,257,34,4,280.97
778,257,31,1,271.16
779,257,107,3,314.44
780,257,100,3,622.45
781,257,39,1,431.24
782,258,73,2,337.65
783,258,92,3,634.57
784,258,115,2,107.04
785,258,81,2,565.87
786,258,86,2,333.09
787,259,12,1,853.06
788,260,76,4,133.18
789,260,72,4,590.71
790,260,67,4,650.54
791,260,100,4,622.45
792,261,17,1,275.07
793,261,91,4,707.35
794,261,66,2,810.21
795,261,111,3,771.64
796,262,6,1,704.8
797,262,67,3,650.54
798,262,20,4,132.86
799,263,28,-1,71.4
800,263,24,1,192.66
801,263,105,4,16.05
802,264,17,4,275.07
803,264,98,4,299.14
804,264,18,3,160.9
805,264,65,4,238.72
806,264,82,4,348.27
807,265,91,3,707.35
808,265,4,1,373.72
809,266,65,2,238.72
810,266,115,3,107.04
811,266,3,2,404.17
812,266,16,4,864.69
813,267,44,4,105.69
814,268,70,2,761.64
815,269,8,3,728.74
816,269,79,1,-388.97
817,270,7,2,247.03
818,271,35,1,170.46
819,272,35,1,170.46
820,273,109,2,677.52
821,274,117,1,232.58
822,274,72,3,590.71
823,274,58,-1,29.56
824,274,6,3,704.8
825,275,37,1,602.98
826,275,6,4,704.8
827,275,21,2,167.95
828,275,95,3,581.67
829,275,69,2,655.25
830,276,35,3,170.46
831,276,32,3,624.19
832,276,85,1,209.42
833,276,42,1,291.17
834,277,69,1,655.25
835,278,46,1,241.39
836,278,50,3,125.27
837,278,23,0,740.38
838,278,108,3,580.83
839,278,99,3,734.38
840,279,47,-1,365.65
841,279,5,1,183.5
842,279,36,4,421.22
843,279,64,2,272.13
844,280,17,3,275.07
845,281,89,3,627.19
846,282,110,3,365.92
847,283,114,2,302.11
848,284,11,1,216.7
849,284,113,2,590.85
850,284,74,4,427.63
851,285,4,4,373.72
852,286,31,3,271.16
853,286,44,2,105.69
854,286,107,4,314.44
855,286,7,4,247.03
856,287,101,2,123.59
857,288,87,1,536.55
858,289,111,1,771.64
859,289,77,4,285.5
860,290,59,3,584.4
861,291,17,4,275.07
862,291,82,4,348.27
863,291,66,2,810.21
864,291,33,1,91.79
865,291,46,4,241.39
866,292,19,3,600.64
867,292,61,3,549.46
868,293,110,2,365.92
869,293,7,2,247.03
870,293,55,3,826.63
871,293,45,4,508.59
872,293,26,4,319.34
873,294,14,1,5.6
874,294,59,1,584.4
875,295,104,2,828.75
876,295,95,1,581.67
877,295,49,1,307.38
878,296,6,2,704.8
879,296,4,2,373.72
880,296,26,2,319.34
881,297,3,2,404.17
882,298,48,3,623.0
883,298,104,4,828.75
884,299,89,4,627.19
885,299,48,2,623.0
886,299,41,2,117.93
887,299,77,3,285.5
888,300,114,4,302.11
889,300,63,1,352.35
890,300,27,3,408.89
891,300,94,4,138.47
892,300,11,3,216.7
893,301,84,2,896.53
894,301,5,2,183.5
895,301,27,3,408.89
896,301,29,4,536.65
897,301,115,3,107.04
898,302,75,4,53.38
899,302,6,3,704.8
900,303,4,3,373.72
901,303,23,3,740.38
902,303,57,3,313.09
903,303,30,1,145.6
904,304,43,3,771.67
905,304,26,3,319.34
906,305,101,1,123.59
907,305,52,2,684.74
908,305,106,2,469.58
909,306,93,1,173.11
910,306,105,4,16.05
911,306,60,4,429.31
912,306,44,1,105.69
913,307,44,4,105.69
914,307,29,4,536.65
915,307,54,3,177.51
916,308,73,4,337.65
917,308,81,2,565.87
918,308,103,1,552.16
919,309,12,2,853.06
920,309,22,4,130.87
921,309,14,2,5.6
922,310,59,1,584.4
923,311,69,4,655.25
924,311,54,4,177.51
925,312,21,2,167.95
926,312,78,4,443.16
927,312,74,1,427.63
928,312,40,4,854.57
929,313,59,1,584.4
930,313,60,4,429.31
931,313,74,3,427.63
932,313,6,2,704.8
933,314,90,1,379.84
934,314,73,1,337.65
935,315,117,4,232.58
936,315,64,1,272.13
937,316,22,1,130.87
938,316,33,1,91.79
939,316,27,4,408.89
940,316,65,4,238.72
941,317,86,4,333.09
942,317,96,1,732.78
943,317,60,2,429.31
944,318,78,1,443.16
945,319,87,3,536.55
946,320,90,1,379.84
947,320,7,3,247.03
948,320,108,1,580.83
949,320,82,4,348.27
950,321,2,3,347.53
951,322,93,1,101.37
952,322,22,3,130.87
953,323,16,3,864.69
954,323,30,1,145.6
955,323,28,0,71.4
956,323,14,4,5.6
957,324,39,1,431.24
958,324,99,2,734.38
959,324,77,1,285.5
960,324,64,4,272.13
961,325,109,1,677.52
962,325,86,4,333.09
963,325,62,2,806.45
964,326,40,2,854.57
965,327,26,2,319.34
966,327,20,2,540.27
967,327,49,4,307.38
968,328,102,1,820.54
969,328,54,3,177.51
970,328,83,2,413.04
971,328,105,2,16.05
972,328,37,2,602.98
973,329,9,2,94.61
974,329,25,2,350.4
975,329,7,2,247.03
976,329,82,1,348.27
977,330,39,4,431.24
978,330,37,2,602.98
979,331,55,4,826.63
980,331,65,4,238.72
981,331,79,4,-388.97
982,331,95,1,581.67
983,332,60,4,429.31
984,332,40,4,854.57
985,332,59,2,584.4
986,332,37,2,602.98
987,333,96,3,732.78
988,333,48,1,623.0
989,333,50,1,125.27
990,333,63,1,511.21
991,334,66,3,810.21
992,334,91,4,707.35
993,334,63,2,35.87
994,335,78,2,443.16
995,335,59,0,584.4
996,335,88,4,378.0
997,336,22,3,130.87
998,336,107,4,314.44
999,336,55,4,826.63
1000,336,33,1,91.79
1001,337,120,4,8.87
1002,337,96,1,732.78
1003,338,54,2,177.51
1004,338,84,2,896.53
1005,338,37,2,602.98
1006,338,94,1,138.47
1007,338,56,2,614.64
1008,339,57,1,313.09
1009,339,81,2,565.87
1010,339,117,1,232.58
1011,339,80,3,803.34
1012,340,8,3,728.74
1013,341,49,3,307.38
1014,342,41,3,117.93
1015,342,105,4,16.05
1016,342,31,3,271.16
1017,343,4,1,373.72
1018,343,78,3,443.16
1019,344,66,1,810.21
1020,344,53,3,283.45
1021,344,85,3,209.42
1022,344,25,3,350.4
1023,345,55,1,826.63
1024,345,120,3,8.87
1025,345,61,2,549.46
1026,346,39,4,431.24
1027,347,22,1,130.87
1028,347,97,1,665.98
1029,348,86,1,333.09
1030,348,61,4,549.46
1031,348,115,3,107.04
1032,349,84,4,896.53
1033,349,83,2,413.04
1034,349,101,3,123.59
1035,349,72,1,590.71
1036,350,49,1,307.38
1037,350,74,2,427.63
1038,350,95,4,581.67
1039,351,14,1,5.6
1040,351,51,4,546.45
1041,352,37,1,602.98
1042,352,19,3,600.64
1043,352,96,1,732.78
1044,352,86,4,333.09
1045,352,109,2,677.52
1046,353,109,2,677.52
1047,353,94,1,138.47
1048,354,3,4,404.17
1049,354,71,4,119.5
1050,355,90,4,379.84
1051,355,110,3,365.92
1052,356,84,4,896.53
1053,356,21,3,167.95
1054,356,74,2,427.63
1055,356,18,2,160.9
1056,357,49,2,307.38
1057,357,55,1,826.63
1058,358,76,4,133.18
1059,358,56,1,614.64
1060,358,20,4,538.55
1061,359,100,4,622.45
1062,360,16,4,864.69
1063,361,36,2,421.22
1064,361,89,4,627.19
1065,361,96,2,732.78
1066,361,13,1,162.11
1067,362,72,4,590.71
1068,362,105,1,16.05
1069,362,69,2,655.25
1070,362,101,1,123.59
1071,363,6,2,704.8
1072,364,65,3,238.72
1073,365,116,4,633.37
1074,365,101,4,123.59
1075,365,38,3,757.5
1076,365,85,2,209.42
1077,365,69,1,655.25
1078,366,76,3,133.18
1079,366,46,4,241.39
1080,367,87,2,536.55
1081,367,55,1,826.63
1082,367,89,3,627.19
1083,368,78,3,443.16
1084,368,21,4,167.95
1085,368,54,2,177.51
1086,368,106,1,469.58
1087,368,20,4,577.95
1088,369,2,2,347.53
1089,369,13,1,162.11
1090,369,49,1,307.38
1091,370,111,1,771.64
1092,370,37,2,602.98
1093,370,71,4,119.5
1094,370,35,4,170.46
1095,370,78,2,443.16
1096,371,95,3,581.67
1097,371,35,2,170.46
1098,371,7,4,247.03
1099,371,118,2,742.97
1100,371,93,3,454.49
1101,372,40,1,854.57
1102,372,82,4,348.27
1103,373,22,1,130.87
1104,374,87,2,536.55
1105,374,66,1,810.21
1106,374,120,2,8.87
1107,374,94,1,138.47
1108,375,88,2,378.0
1109,375,78,3,443.16
1110,375,6,3,704.8
1111,375,58,4,29.56
1112,375,22,2,130.87
1113,376,38,3,757.5
1114,377,106,4,469.58
1115,377,115,1,107.04
1116,377,5,3,183.5
1117,377,120,0,8.87
1118,377,60,4,429.31
1119,378,53,-1,283.45
1120,378,16,2,864.69
1121,379,14,4,5.6
1122,379,57,3,313.09
1123,379,85,1,209.42
1124,380,54,1,177.51
1125,380,96,2,732.78
1126,380,43,3,771.67
1127,380,116,4,633.37
1128,381,65,4,238.72
1129,381,93,1,117.87
1130,381,119,3,696.06
1131,381,95,2,581.67
1132,382,11,2,216.7
1133,382,98,2,299.14
1134,382,55,1,826.63
1135,382,32,2,389.09
1136,383,25,2,350.4
1137,383,110,2,365.92
1138,384,111,1,771.64
1139,385,66,4,810.21
1140,386,32,2,51.65
1141,386,41,3,117.93
1142,386,115,4,107.04
1143,386,7,1,247.03
1144,387,88,2,378.0
1145,388,27,1,408.89
1146,388,75,2,53.38
1147,388,50,1,125.27
1148,389,10,3,520.23
1149,390,25,3,350.4
